url,title,price,agency_name,agency_contact_number,governorate,area,property_type,property_size,rate_per_sqft,rooms,bathrooms,roads,parking,built_up_area,classification
https://baity.bh/properties/land-in-buri-29026,Land in Buri,109790.65,Taiba Real Estate,17610600,Northern,Buri,PLOT,392.3,26,,,,,,
https://baity.bh/properties/land-in-askar-28239,Land in Askar,51100,Bareeq,97333553373,Southern,Askar,PLOT,215.64,25,,,,,,
https://baity.bh/properties/villa-in-arad-42302,Villa in Arad,310000,Janabiya Gate Real Estate,38302990,Muharraq,Arad,VILLA,690,41.7,6,8,1,2,712,RA
https://baity.bh/properties/land-in-bu-quwah-41996,Land in Bu Quwah,141094,Janabiya Gate Real Estate,38302990,Northern,Bu Quwah,PLOT,452,29,,,1,,,RA
https://baity.bh/properties/land-in-askar-28279,Land in Askar,106500,Bareeq,97333553373,Southern,Askar,PLOT,449.72,21,,,,,,
https://baity.bh/properties/land-in-buri-28896,Land in Buri,98036.36,Taiba Real Estate,17610600,Northern,Buri,PLOT,350.3,26,,,,,,
https://baity.bh/properties/land-in-buri-29021,Land in Buri,101786.54,Taiba Real Estate,17610600,Northern,Buri,PLOT,363.7,26,,,,,,
https://baity.bh/properties/land-in-askar-28264,Land in Askar,51100,Bareeq,97333553373,Southern,Askar,PLOT,215.64,25,,,,,,
https://baity.bh/properties/land-in-askar-38586,Land in Askar,82500,Esnad Management,17341117,Southern,Askar,PLOT,348.6,22,,,1,,,RA
https://baity.bh/properties/apartment-in-al-juffair-41568,Apartment in Al Juffair,35000,House Me,38777992,Capital,Al Juffair,APARTMENT,83,39.2,1,2,,1,,
https://baity.bh/properties/land-in-askar-28363,Land in Askar,81900,Bareeq,97333553373,Southern,Askar,PLOT,323.5,25,,,,,,
https://baity.bh/properties/land-in-buri-28911,Land in Buri,109683.01,Taiba Real Estate,17610600,Northern,Buri,PLOT,377.4,27,,,,,,
https://baity.bh/properties/land-in-buri-29000,Land in Buri,81216.53,Taiba Real Estate,17610600,Northern,Buri,PLOT,290.2,26,,,,,,
https://baity.bh/properties/land-in-askar-28434,Land in Askar,139750,Bareeq,97333553373,Southern,Askar,PLOT,590,21,,,,,,
https://baity.bh/properties/land-in-al-eker-38820,Land in Al Eker,120000,Best Location,38868838,Capital,Al Eker,PLOT,438.6,25.4,,,1,,,RB
https://baity.bh/properties/apartment-in-sanabis-31347,Apartment in Sanabis,70000,Delmon Gate,17598666,Capital,Sanabis,APARTMENT,160,40.6,2,2,,1,,
https://baity.bh/properties/land-in-askar-28247,Land in Askar,51100,Bareeq,97333553373,Southern,Askar,PLOT,215.64,25,,,,,,
https://baity.bh/properties/land-in-buri-28951,Land in Buri,99127.83,Taiba Real Estate,17610600,Northern,Buri,PLOT,354.2,26,,,,,,
https://baity.bh/properties/land-in-buri-29014,Land in Buri,97418.51,Taiba Real Estate,17610600,Northern,Buri,PLOT,335.2,27,,,,,,
https://baity.bh/properties/land-in-askar-28245,Land in Askar,51100,Bareeq,97333553373,Southern,Askar,PLOT,215.64,25,,,,,,
https://baity.bh/properties/land-in-hamala-35280,Land in Hamala,116423,Al Mahd Real Estate,39919966,Northern,Hamala,PLOT,416,26,,,1,,,RA
https://baity.bh/properties/villa-in-bu-quwah-36931,Villa in Bu Quwah,285000,Al Mahd Real Estate,39919966,Northern,Bu Quwah,VILLA,376,70.4,3,5,2,2,420,RA
https://baity.bh/properties/land-in-askar-28240,Land in Askar,51100,Bareeq,97333553373,Southern,Askar,PLOT,215.64,22,,,1,,,RHA
https://baity.bh/properties/land-in-buri-28993,Land in Buri,83679.34,Taiba Real Estate,17610600,Northern,Buri,PLOT,299,26,,,,,,
https://baity.bh/properties/land-in-buri-28907,Land in Buri,103297.8,Taiba Real Estate,17610600,Northern,Buri,PLOT,369.1,26,,,,,,
https://baity.bh/properties/land-in-askar-28262,Land in Askar,53400,Bareeq,97333553373,Southern,Askar,PLOT,215.64,25,,,,,,
https://baity.bh/properties/land-in-al-musalla-22488,Land in Al Musalla,107412.88,Alsitri Real Estate,17583351,Capital,Al Musalla,PLOT,321.9,31,,,1,,,RA
https://baity.bh/properties/land-in-samaheej-37515,Land in Samaheej,116520,Carlton Real Estate,39502200,Muharraq,Samaheej,PLOT,360.8,30,,,2,,,RB
https://baity.bh/properties/land-in-askar-28233,Land in Askar,51100,Bareeq,97333553373,Southern,Askar,PLOT,215.64,22,,,1,,,RHA
https://baity.bh/properties/land-in-buri-28927,Land in Buri,83343.5,Taiba Real Estate,17610600,Northern,Buri,PLOT,297.8,26,,,,,,
https://baity.bh/properties/land-in-buri-29002,Land in Buri,89108.7,Taiba Real Estate,17610600,Northern,Buri,PLOT,318.4,26,,,,,,
https://baity.bh/properties/land-in-askar-28433,Land in Askar,169950,Bareeq,97333553373,Southern,Askar,PLOT,717.6,21,,,,,,
https://baity.bh/properties/land-in-hamala-15286,Land in Hamala,85466.15,Delmon Gate,17598666,Northern,Hamala,PLOT,317.6,25,,,1,,,RHA
https://baity.bh/properties/villa-in-al-eker-19682,Villa in Al Eker,136000,Domains Real Estate,39333709,Capital,Al Eker,VILLA,204,61.9,3,4,1,2,269,
https://baity.bh/properties/land-in-askar-28413,Land in Askar,77550,Bareeq,97333553373,Southern,Askar,PLOT,327.3,21,,,,,,
https://baity.bh/properties/land-in-buri-28998,Land in Buri,99772.5,Taiba Real Estate,17610600,Northern,Buri,PLOT,343.3,27,,,,,,
https://baity.bh/properties/land-in-askar-28267,Land in Askar,52650,Bareeq,97333553373,Southern,Askar,PLOT,222.31,25,,,,,,
https://baity.bh/properties/land-in-buri-28898,Land in Buri,97728.51,Taiba Real Estate,17610600,Northern,Buri,PLOT,349.2,26,,,,,,
https://baity.bh/properties/villa-in-bani-jamra-30618,Villa in Bani Jamra,122000,Loyalty Properties,17214214,Northern,Bani Jamra,VILLA,165,68.7,3,4,1,2,230,RHA
https://baity.bh/properties/land-in-barbar-35611,Land in Barbar,91870.74,Grnata Real Estate,97336005571,Northern,Barbar,PLOT,284.5,30,,,1,,,RA
https://baity.bh/properties/land-in-buri-28958,Land in Buri,93474.58,Taiba Real Estate,17610600,Northern,Buri,PLOT,334,26,,,,,,
https://baity.bh/properties/land-in-buri-28929,Land in Buri,82056.12,Taiba Real Estate,17610600,Northern,Buri,PLOT,293.2,26,,,,,,
https://baity.bh/properties/land-in-karzakkan-13826,Land in Karzakkan,104228,Grnata Real Estate,97336005571,Northern,Karzakkan,PLOT,365.4,26.5,,,2,,,RA
https://baity.bh/properties/land-in-askar-25576,Land in Askar,94874,Domains Real Estate,39333709,Southern,Askar,PLOT,339,26,,,1,,,RA
https://baity.bh/properties/land-in-askar-28212,Land in Askar,54900,Bareeq,97333553373,Southern,Askar,PLOT,231.7,22,,,1,,,RHA
https://baity.bh/properties/land-in-buri-28919,Land in Buri,84742.82,Taiba Real Estate,17610600,Northern,Buri,PLOT,302.8,26,,,,,,
https://baity.bh/properties/land-in-askar-28270,Land in Askar,50800,Bareeq,97333553373,Southern,Askar,PLOT,214.56,25,,,,,,
https://baity.bh/properties/land-in-buri-29010,Land in Buri,102458.21,Taiba Real Estate,17610600,Northern,Buri,PLOT,366.1,26,,,,,,
https://baity.bh/properties/land-in-arad-13556,Land in Arad,142407,Grnata Real Estate,97336005571,Muharraq,Arad,PLOT,441,30,,,2,,,RB
https://baity.bh/properties/land-in-arad-25560,Land in Arad,96394,Janabiya Gate Real Estate,38302990,Muharraq,Arad,PLOT,308.8,29,,,1,,,RA
https://baity.bh/properties/land-in-askar-28345,Land in Askar,79050,Bareeq,97333553373,Southern,Askar,PLOT,320.61,25,,,,,,
https://baity.bh/properties/land-in-buri-28908,Land in Buri,98400.18,Taiba Real Estate,17610600,Northern,Buri,PLOT,351.6,26,,,,,,
https://baity.bh/properties/villa-in-busaiteen-36087,Villa in Busaiteen,195000,Amaken Real Estate,17820082,Muharraq,Busaiteen,VILLA,375,52.2,5,6,1,6,900,MOH
https://baity.bh/properties/land-in-tubli-40762,Land in Tubli,169210.08,Best Location,38868838,Capital,Tubli,PLOT,655,24,,,1,,,RB
https://baity.bh/properties/land-in-askar-28302,Land in Askar,51100,Bareeq,97333553373,Southern,Askar,PLOT,215.64,25,,,,,,
https://baity.bh/properties/land-in-buri-28954,Land in Buri,97784.48,Taiba Real Estate,17610600,Northern,Buri,PLOT,349.4,26,,,,,,
https://baity.bh/properties/land-in-askar-28248,Land in Askar,51100,Bareeq,97333553373,Southern,Askar,PLOT,215.64,25,,,,,,
https://baity.bh/properties/land-in-buri-28893,Land in Buri,105172.89,Taiba Real Estate,17610600,Northern,Buri,PLOT,375.8,26,,,,,,
https://baity.bh/properties/land-in-dar-kulaib-35092,Land in Dar Kulaib,85000,Tokyo Real Estate,17664797,Northern,Dar Kulaib,PLOT,286.5,27.6,,,1,,,RHA
https://baity.bh/properties/land-in-janabiyah-23553,Land in Janabiyah,181264,Alhoor Real Estate,17640060,Northern,Janabiyah,PLOT,510.3,33,,,1,,,RA
https://baity.bh/properties/land-in-askar-28235,Land in Askar,51100,Bareeq,97333553373,Southern,Askar,PLOT,215.64,22,,,1,,,RHA
https://baity.bh/properties/land-in-buri-28956,Land in Buri,92439.08,Taiba Real Estate,17610600,Northern,Buri,PLOT,330.3,26,,,,,,
https://baity.bh/properties/land-in-askar-28268,Land in Askar,66800,Bareeq,97333553373,Southern,Askar,PLOT,282.09,25,,,,,,
https://baity.bh/properties/land-in-buri-28904,Land in Buri,98875.95,Taiba Real Estate,17610600,Northern,Buri,PLOT,353.3,26,,,,,,
https://baity.bh/properties/apartment-in-manama-15107,Apartment in Manama,52000,Grnata Real Estate,97336005571,Capital,Manama,APARTMENT,63.2,76.4,1,1,,1,,
https://baity.bh/properties/land-in-jaww-42224,Land in Jaww,130000,Grnata Real Estate,97336005571,Southern,Jaww,PLOT,777,15.5,,,1,,,RA
https://baity.bh/properties/land-in-askar-28277,Land in Askar,51100,Bareeq,97333553373,Southern,Askar,PLOT,215.7,25,,,,,,
https://baity.bh/properties/land-in-buri-29005,Land in Buri,101926.47,Taiba Real Estate,17610600,Northern,Buri,PLOT,364.2,26,,,,,,
https://baity.bh/properties/land-in-buri-28909,Land in Buri,104221.35,Taiba Real Estate,17610600,Northern,Buri,PLOT,372.4,26,,,,,,
https://baity.bh/properties/land-in-jurdab-31585,Land in Jurdab,128000,Taiba Real Estate,17610600,Capital,Jurdab,PLOT,496.25,24,,,1,,,RB
https://baity.bh/properties/1764-m2-land-in-busaiteen-15504,Land in Busaiteen,65507,Delmon Gate,17598666,Muharraq,Busaiteen,PLOT,176.4,34.5,,,1,,,RHA
https://baity.bh/properties/land-in-askar-28249,Land in Askar,51100,Bareeq,97333553373,Southern,Askar,PLOT,215.64,25,,,,,,
https://baity.bh/properties/land-in-buri-28964,Land in Buri,89024.74,Taiba Real Estate,17610600,Northern,Buri,PLOT,318.1,26,,,,,,
https://baity.bh/properties/land-in-askar-28254,Land in Askar,51100,Bareeq,97333553373,Southern,Askar,PLOT,215.64,25,,,,,,
https://baity.bh/properties/land-in-buri-29006,Land in Buri,102430.22,Taiba Real Estate,17610600,Northern,Buri,PLOT,366,26,,,,,,
https://baity.bh/properties/land-in-janabiyah-22186,Land in Janabiyah,161890,Janabiya Gate Real Estate,38302990,Northern,Janabiyah,PLOT,470,32,,,3,,,RB
https://baity.bh/properties/land-in-hamala-23258,Land in Hamala,74000,Domains Real Estate,39333709,Northern,Hamala,PLOT,161.5,42.6,,,1,,,RHA
https://baity.bh/properties/land-in-askar-28274,Land in Askar,50900,Bareeq,97333553373,Southern,Askar,PLOT,214.91,25,,,,,,
https://baity.bh/properties/land-in-buri-28950,Land in Buri,99799.5,Taiba Real Estate,17610600,Northern,Buri,PLOT,356.6,26,,,,,,
https://baity.bh/properties/land-in-buri-28920,Land in Buri,84714.83,Taiba Real Estate,17610600,Northern,Buri,PLOT,302.7,26,,,,,,
https://baity.bh/properties/land-in-arad-13538,Land in Arad,111407,Grnata Real Estate,97336005571,Muharraq,Arad,PLOT,345,30,,,1,,,RA
https://baity.bh/properties/villa-in-samaheej-32356,Villa in Samaheej,145000,Delmon Gate,17598666,Muharraq,Samaheej,VILLA,220,61.2,4,5,2,2,297,RHA
https://baity.bh/properties/land-in-askar-28280,Land in Askar,99600,Bareeq,97333553373,Southern,Askar,PLOT,411.25,23,,,,,,
https://baity.bh/properties/land-in-buri-28977,Land in Buri,87877.3,Taiba Real Estate,17610600,Northern,Buri,PLOT,314,26,,,,,,
https://baity.bh/properties/land-in-askar-28276,Land in Askar,51100,Bareeq,97333553373,Southern,Askar,PLOT,215.73,25,,,,,,
https://baity.bh/properties/land-in-buri-28931,Land in Buri,160082.21,Taiba Real Estate,17610600,Northern,Buri,PLOT,572,26,,,,,,
https://baity.bh/properties/land-in-malkiya-15148,Land in Malkiya,85000,Grnata Real Estate,97336005571,Northern,Al Malikiyah,PLOT,333.6,23.7,,,1,,,RB
https://baity.bh/properties/villa-in-sadad-42641,Villa in Sadad,123000,Best Location,38868838,Northern,Sadad,VILLA,176,64.9,3,4,1,2,233,RA
https://baity.bh/properties/land-in-askar-28275,Land in Askar,52400,Bareeq,97333553373,Southern,Askar,PLOT,221.26,25,,,,,,
https://baity.bh/properties/land-in-buri-28901,Land in Buri,105172.89,Taiba Real Estate,17610600,Northern,Buri,PLOT,375.8,26,,,,,,
https://baity.bh/properties/land-in-buri-29007,Land in Buri,101590.63,Taiba Real Estate,17610600,Northern,Buri,PLOT,363,26,,,,,,
https://baity.bh/properties/villa-in-tubli-41270,Villa in Tubli,168000,Al Mahd Real Estate,39919966,Capital,Tubli,VILLA,231,67.6,4,5,1,2,390,RA
https://baity.bh/properties/land-in-maqabah-18888,Land in Maqabah,163106.88,SAYED MAHDI REAL ESTATE AGENCY,17244399,Northern,Maqabah,PLOT,505.1,30,,,1,,,RA
https://baity.bh/properties/land-in-buri-28957,Land in Buri,92383.11,Taiba Real Estate,17610600,Northern,Buri,PLOT,330.1,26,,,,,,
https://baity.bh/properties/land-in-buri-28982,Land in Buri,96052.55,Taiba Real Estate,17610600,Northern,Buri,PLOT,330.5,27,,,,,,
https://baity.bh/properties/land-in-barbar-29399,Land in Barbar,103431,Grnata Real Estate,97336005571,Northern,Barbar,PLOT,320.3,30,,,1,,,RA
https://baity.bh/properties/land-in-manama-22446,Land in Manama,331358.97,Alsitri Real Estate,17583351,Capital,Manama,PLOT,832,37,,,3,,,RB
https://baity.bh/properties/land-in-askar-28312,Land in Askar,92800,Bareeq,97333553373,Southern,Askar,PLOT,366.73,25,,,,,,
https://baity.bh/properties/land-in-buri-29009,Land in Buri,101282.78,Taiba Real Estate,17610600,Northern,Buri,PLOT,361.9,26,,,,,,
https://baity.bh/properties/land-in-askar-28257,Land in Askar,51100,Bareeq,97333553373,Southern,Askar,PLOT,215.64,25,,,,,,
https://baity.bh/properties/land-in-buri-28979,Land in Buri,90759.9,Taiba Real Estate,17610600,Northern,Buri,PLOT,324.3,26,,,,,,
https://baity.bh/properties/land-in-busaiteen-35198,Land in Busaiteen,111300,Taiba Real Estate,17610600,Muharraq,Busaiteen,PLOT,413.8,25,,,2,,,RB
https://baity.bh/properties/land-in-hamala-36434,Land in Hamala,48000,Kayan Real Estate,17400029,Northern,Hamala,PLOT,161.5,27.6,,,1,,,RHA
https://baity.bh/properties/land-in-buri-29022,Land in Buri,101898.48,Taiba Real Estate,17610600,Northern,Buri,PLOT,364.1,26,,,,,,
https://baity.bh/properties/land-in-buri-29001,Land in Buri,89052.72,Taiba Real Estate,17610600,Northern,Buri,PLOT,318.2,26,,,,,,
https://baity.bh/properties/land-in-hamala-40109,Land in Hamala,74730,Effects Real Estate,39975454,Northern,Hamala,PLOT,239.4,29,,,1,,,RHA
https://baity.bh/properties/apartment-in-riffa-41113,Apartment in Riffa,74000,Best Location,38868838,Southern,Riffa,APARTMENT,200,34.4,5,4,,2,,
https://baity.bh/properties/land-in-askar-28309,Land in Askar,53400,Bareeq,97333553373,Southern,Askar,PLOT,215.61,25,,,,,,
https://baity.bh/properties/land-in-buri-28921,Land in Buri,84406.98,Taiba Real Estate,17610600,Northern,Buri,PLOT,301.6,26,,,,,,
https://baity.bh/properties/land-in-hamad-town-38349,Land in Hamad Town,170630,Al Mahd Real Estate,39919966,Northern,Hamad Town,PLOT,660.5,24,,,1,,,MOH
https://baity.bh/properties/land-in-shahrakkan-33616,Land in Shahrakkan,87524.6,Domains Real Estate,39333709,Northern,Shahrakkan,PLOT,300.6,27.1,,,2,,,RB
https://baity.bh/properties/land-in-buri-28990,Land in Buri,81720.29,Taiba Real Estate,17610600,Northern,Buri,PLOT,292,26,,,,,,
https://baity.bh/properties/land-in-damistan-35531,Land in Damistan,84000,Al Mahd Real Estate,39919966,Northern,Damistan,PLOT,264.2,29.5,,,1,,,RHA
https://baity.bh/properties/land-in-al-malikiyah-38318,Land in Al Malikiyah,120707,Al Mahd Real Estate,39919966,Northern,Al Malikiyah,PLOT,400.5,28,,,1,,,RB
https://baity.bh/properties/land-in-buri-28989,Land in Buri,94454.1,Taiba Real Estate,17610600,Northern,Buri,PLOT,325,27,,,,,,
https://baity.bh/properties/villa-in-riffa-40658,Villa in Riffa,125000,Best Location,38868838,Southern,Riffa,VILLA,200,58.1,2,3,2,2,300,RA
https://baity.bh/properties/land-in-askar-38736,Land in Askar,88998,Al Mahd Real Estate,39919966,Southern,Askar,PLOT,361.1,22.9,,,1,,,RA
https://baity.bh/properties/land-in-buri-28968,Land in Buri,88996.75,Taiba Real Estate,17610600,Northern,Buri,PLOT,318,26,,,,,,
https://baity.bh/properties/land-in-buri-28983,Land in Buri,84658.86,Taiba Real Estate,17610600,Northern,Buri,PLOT,302.5,26,,,,,,
https://baity.bh/properties/villa-in-al-malikiyah-31886,Villa in Al Malikiyah,133000,Carlton Real Estate,39502200,Northern,Al Malikiyah,VILLA,220,56.2,4,5,1,3,265,RHA
https://baity.bh/properties/apartment-in-al-hidd-42661,Apartment in Al Hidd,60000,Grnata Real Estate,97336005571,Muharraq,Al Hidd,APARTMENT,166.6,33.5,4,4,,2,,
https://baity.bh/properties/land-in-buri-28953,Land in Buri,98568.1,Taiba Real Estate,17610600,Northern,Buri,PLOT,352.2,26,,,,,,
https://baity.bh/properties/land-in-aali-35487,Land in A'ali,134503,Al Mahd Real Estate,39919966,Northern,A'ali,PLOT,480.6,26,,,1,,,RA
https://baity.bh/properties/land-in-arad-26811,Land in Arad,157260.58,Naseej,16557999,Muharraq,Arad,PLOT,487,30,,,2,,,RA
https://baity.bh/properties/land-in-buri-28971,Land in Buri,97592.88,Taiba Real Estate,17610600,Northern,Buri,PLOT,335.8,27,,,,,,
https://baity.bh/properties/land-in-buri-28969,Land in Buri,89024.74,Taiba Real Estate,17610600,Northern,Buri,PLOT,318.1,26,,,,,,
https://baity.bh/properties/land-in-bani-jamra-22391,Land in Bani Jamra,75000,Alhoor Real Estate,17640060,Northern,Bani Jamra,PLOT,178.4,39.1,,,2,,,RHA
https://baity.bh/properties/land-in-buri-28995,Land in Buri,85078.66,Taiba Real Estate,17610600,Northern,Buri,PLOT,304,26,,,,,,
https://baity.bh/properties/land-in-buri-28895,Land in Buri,105172.89,Taiba Real Estate,17610600,Northern,Buri,PLOT,375.8,26,,,,,,
https://baity.bh/properties/villa-in-bu-quwah-36932,Villa in Bu Quwah,190000,Al Mahd Real Estate,39919966,Northern,Bu Quwah,VILLA,241,73.2,4,4,1,2,300,RA
https://baity.bh/properties/land-in-sadad-34398,Land in Sadad,110000,Grnata Real Estate,97336005571,Northern,Sadad,PLOT,435.6,23.5,,,1,,,RA
https://baity.bh/properties/land-in-buri-28996,Land in Buri,85666.37,Taiba Real Estate,17610600,Northern,Buri,PLOT,306.1,26,,,,,,
https://baity.bh/properties/villa-in-zallaq-38862,Villa in Zallaq,185000,House Me,38777992,Southern,Zallaq,VILLA,385,44.6,3,4,1,1,385,RA
https://baity.bh/properties/villa-in-al-malikiyah-36812,Villa in Al Malikiyah,145000,Best Spot Real Estate,77991118,Northern,Al Malikiyah,VILLA,240,56.1,3,2,1,2,225,RA
https://baity.bh/properties/land-in-buri-28959,Land in Buri,110378.36,Taiba Real Estate,17610600,Northern,Buri,PLOT,394.4,26,,,,,,
https://baity.bh/properties/land-in-buri-28945,Land in Buri,132846,Taiba Real Estate,17610600,Northern,Buri,PLOT,457.1,27,,,,,,
https://baity.bh/properties/land-in-malkiya-40495,Land in Malkiya,151000,Grnata Real Estate,97336005571,Northern,Al Malikiyah,PLOT,586,23.9,,,1,,,RA
https://baity.bh/properties/land-in-hamala-41117,Land in Hamala,54250,Best Location,38868838,Northern,Hamala,PLOT,168,30,,,1,,,RHA
https://baity.bh/properties/land-in-buri-28988,Land in Buri,139148.38,Taiba Real Estate,17610600,Northern,Buri,PLOT,497.2,26,,,,,,
https://baity.bh/properties/villa-in-jannusan-30468,Villa in Jannusan,105800,Grnata Real Estate,97336005571,Northern,Jannusan,VILLA,185.5,53,5,5,1,2,224,RHA
https://baity.bh/properties/villa-in-diyar-al-muharraq-43122,Villa in Diyar Al Muharraq,142000,Grnata Real Estate,97336005571,Muharraq,Diyar Al Muharraq,VILLA,200,66,3,4,1,1,333,RHA
https://baity.bh/properties/villa-in-busaiteen-32977,Villa in Busaiteen,155000,Grnata Real Estate,97336005571,Muharraq,Busaiteen,VILLA,392.8,36.7,7,4,2,2,320,RHB
https://baity.bh/properties/land-in-shahrakkan-23572,Land in Shahrakkan,73000,Alhoor Real Estate,17640060,Northern,Shahrakkan,PLOT,210,32.3,,,1,,,RHA
https://baity.bh/properties/land-in-buri-29013,Land in Buri,101450.7,Taiba Real Estate,17610600,Northern,Buri,PLOT,362.5,26,,,,,,
https://baity.bh/properties/land-in-buri-29016,Land in Buri,94454.1,Taiba Real Estate,17610600,Northern,Buri,PLOT,325,27,,,,,,
https://baity.bh/properties/land-in-maqabah-22834,Land in Maqabah,85000,Grnata Real Estate,97336005571,Northern,Maqabah,PLOT,225.6,35,,,1,,,RHA
https://baity.bh/properties/villa-in-qalali-34409,Villa in Qalali,170000,House Me,38777992,Muharraq,Qalali,VILLA,204.3,77.3,5,7,1,2,294,RA
https://baity.bh/properties/land-in-arad-31526,Land in Arad,102418,Grnata Real Estate,97336005571,Muharraq,Arad,PLOT,328.1,29,,,1,,,RA
https://baity.bh/properties/land-in-busaiteen-40634,Land in Busaiteen,125000,Aryaf Al-Bahrain Real Estate,33334841,Muharraq,Busaiteen,PLOT,361.8,32.1,,,1,,,RB
https://baity.bh/properties/land-in-buri-29020,Land in Buri,101142.85,Taiba Real Estate,17610600,Northern,Buri,PLOT,361.4,26,,,,,,
https://baity.bh/properties/villa-in-busaiteen-36554,Villa in Busaiteen,230000,Grnata Real Estate,97336005571,Muharraq,Busaiteen,VILLA,358.8,59.6,5,5,2,2,280,RA
https://baity.bh/properties/land-in-busaiteen-18339,Land in Busaiteen,90632,Delmon Gate,17598666,Muharraq,Busaiteen,PLOT,218.7,38.5,,,2,,,RHA
https://baity.bh/properties/land-in-buri-28999,Land in Buri,81272.51,Taiba Real Estate,17610600,Northern,Buri,PLOT,290.4,26,,,,,,
https://baity.bh/properties/villa-in-sitra-31405,Villa in Sitra,115000,Yarm Real Estate,39011555,Capital,Sitra,VILLA,162,65.9,3,5,1,2,270,RHA
https://baity.bh/properties/villa-in-busaiteen-39118,Villa in Busaiteen,148000,Effects Real Estate,39975454,Muharraq,Busaiteen,VILLA,181,76,3,5,1,2,250,RA
https://baity.bh/properties/land-in-buri-28994,Land in Buri,84267.05,Taiba Real Estate,17610600,Northern,Buri,PLOT,301.1,26,,,,,,
https://baity.bh/properties/land-in-shakhurah-20328,Land in Shakhurah,145604,Best Location,38868838,Northern,Shakhurah,PLOT,450.9,30,,,1,,,RB
https://baity.bh/properties/land-in-al-malikiyah-15097,Land in Al Malikiyah,70000,Delmon Gate,17598666,Northern,Al Malikiyah,PLOT,186.9,34.8,,,2,,,RHA
https://baity.bh/properties/land-in-buri-29024,Land in Buri,109790.65,Taiba Real Estate,17610600,Northern,Buri,PLOT,392.3,26,,,,,,
https://baity.bh/properties/villa-in-sitra-33588,Villa in Sitra,139000,Fajar AlKhalij Real Estate,17778866,Capital,Sitra,VILLA,217,59.5,4,5,2,2,300,RA
https://baity.bh/properties/land-in-janabiyah-21831,Land in Janabiyah,131898,Janabiya Gate Real Estate,38302990,Northern,Janabiyah,PLOT,360.4,34,,,2,,,RA
https://baity.bh/properties/land-in-buri-28976,Land in Buri,90004.26,Taiba Real Estate,17610600,Northern,Buri,PLOT,321.6,26,,,,,,
https://baity.bh/properties/land-in-buri-29019,Land in Buri,100499.16,Taiba Real Estate,17610600,Northern,Buri,PLOT,359.1,26,,,,,,
https://baity.bh/properties/land-in-hamala-14203,Land in Hamala,92000,Grnata Real Estate,97336005571,Northern,Hamala,PLOT,325.7,26.2,,,2,,,RHA
https://baity.bh/properties/land-in-barbar-15586,Land in Barbar,60000,Delmon Gate,17598666,Northern,Barbar,PLOT,160,34.8,,,1,,,RHA
https://baity.bh/properties/land-in-buri-28894,Land in Buri,98540.11,Taiba Real Estate,17610600,Northern,Buri,PLOT,352.1,26,,,,,,
https://baity.bh/properties/villa-in-al-eker-37080,Villa in Al Eker,165000,Best Spot Real Estate,77991118,Capital,Al Eker,VILLA,313.9,48.8,3,4,1,2,299,RA
https://baity.bh/properties/land-in-saar-31026,Land in Saar,126100,Best Location,38868838,Northern,Saar,PLOT,390.5,30,,,1,,,RA
https://baity.bh/properties/land-in-buri-28899,Land in Buri,105172.89,Taiba Real Estate,17610600,Northern,Buri,PLOT,375.8,26,,,,,,
https://baity.bh/properties/land-in-buri-28903,Land in Buri,105172.89,Taiba Real Estate,17610600,Northern,Buri,PLOT,375.8,26,,,,,,
https://baity.bh/properties/land-in-muharraq-27838,Land in Muharraq,67000,House Me,38777992,Muharraq,Muharraq,PLOT,176,35.4,,,1,,,RHA
https://baity.bh/properties/apartment-in-amwaj-37882,Apartment in Amwaj,80000,Carlton Real Estate,39502200,Muharraq,Amwaj,APARTMENT,178,41.8,3,3,,1,,
https://baity.bh/properties/land-in-buri-28952,Land in Buri,98847.96,Taiba Real Estate,17610600,Northern,Buri,PLOT,353.2,26,,,,,,
https://baity.bh/properties/land-in-malkiya-33618,Land in Malkiya,92155,Fajar AlKhalij Real Estate,17778866,Northern,Al Malikiyah,PLOT,300.39,28.5,,,1,,,RB
https://baity.bh/properties/land-in-hamad-town-31296,Land in Hamad Town,133300,Majestic Properties,39655161,Northern,Hamad Town,PLOT,476.3,26,,,1,,,RB
https://baity.bh/properties/land-in-aali-40496,Land in A'ali,135286,Grnata Real Estate,97336005571,Northern,A'ali,PLOT,483.41,26,,,2,,,RHB
https://baity.bh/properties/apartment-in-riffa-15259,Apartment in Riffa,53000,Grnata Real Estate,97336005571,Southern,Riffa,APARTMENT,103.6,47.5,2,2,,1,,
https://baity.bh/properties/land-in-buri-29008,Land in Buri,102430.22,Taiba Real Estate,17610600,Northern,Buri,PLOT,366,26,,,,,,
https://baity.bh/properties/land-in-hamala-37054,Land in Hamala,52000,Istanbul Real Estate WLL,66000009,Northern,Hamala,PLOT,161.5,29.9,,,1,,,RHA
https://baity.bh/properties/land-in-north-sehla-21418,Land in North Sehla,108500,House Me,38777992,Northern,North Sehla,PLOT,336.2,30,,,1,,,RB
https://baity.bh/properties/land-in-buri-28925,Land in Buri,83707.32,Taiba Real Estate,17610600,Northern,Buri,PLOT,299.1,26,,,,,,
https://baity.bh/properties/land-in-buri-28973,Land in Buri,89052.72,Taiba Real Estate,17610600,Northern,Buri,PLOT,318.2,26,,,,,,
