id,reference_number,url,broker_display_name,broker,category,category_url,title,description,location,price,currency,price_per,bedrooms,bathrooms,furnished,rera_permit_number,dtcm_licence,scraped_ts,amenities,details,agent_name,number_of_photos,user_id,phone_number,date,iteration_number,depth,property_type,sub_category_1,sub_category_2,published_at
107521,107521,https://www.nawy.com/compound/1616-oak-residence/property/107521-Apartment-for-sale-in-Oak Residence-with-21-bedrooms-in-New Heliopolis-by-SODIC,SODIC,SODIC,,,Apartment for sale in Oak Residence with 2 bedrooms in New Heliopolis by SODIC,A 2 bedroom Apartment in Oak Residence by SODIC. The Apartment size is 125 m2 with 3 bathrooms. This property will be ready for delivery finished by 2027-09-30.,"Oak Residence, New Heliopolis, Egypt",13987000,EGP,,2,3,,,,2025-11-28,,"Gallery,View on Map,Floor Plan,Master Plan",,5,,+201065888849,2025-11-28,,,Apartment,,,
87338,87338,https://www.nawy.com/compound/634-marina-residence-il-monte-galala/property/87338-chalet-for-sale-in-marina-residence-il-monte-galala-with-1-bedroom-in-ain-sokhna-by-tatweer-misr,Tatweer Misr,Tatweer Misr,,,Chalet for sale in Marina Residence Il Monte Galala with 1 bedroom in Ain Sokhna by Tatweer Misr,A 1 bedroom Chalet in Marina Residence Il Monte Galala by Tatweer Misr. The Chalet size is 70 m2 with 1 bathrooms with a garden of 30 m2 . This property will be ready for delivery finished by 2030-01-30.,"Marina Residence Il Monte Galala, Ain Sokhna, Egypt",12882000,EGP,,1,1,,,,2025-11-28,Garden,"Gallery,View on Map,Floor Plan,Master Plan",,6,,+201065888849,2025-11-28,,,Chalet,,,
73443,73443,https://www.nawy.com/compound/1433-sapphire-residence/property/73443-en,Qatari Diar,Qatari Diar,,,Apartment for sale in Sapphire Residence with 2 bedrooms by Qatari Diar,A 2 bedroom Apartment in Sapphire Residence by Qatari Diar. The Apartment size is 144 m2 with 3 bathrooms. This property will be ready for delivery finished by 2029-09-30.,"Sapphire Residence, New Cairo, Egypt",13990000,EGP,,2,3,,,,2025-11-28,,"Gallery,View on Map,Floor Plan,Master Plan",,5,,+201065888849,2025-11-28,,,Apartment,,,
104370,104370,https://www.nawy.com/compound/1306-coflow/property/104370-Office-for-sale-in-Coflow -with-8-bedrooms-in-Mostakbal City-by-Tatweer Misr,Tatweer Misr,Tatweer Misr,,,Office for sale in Coflow in Mostakbal City by Tatweer Misr,A Office in Coflow  by Tatweer Misr. The Office size is 115 m2. This property will be ready for delivery not-finished by 2029-12-29.,"Coflow , Mostakbal City, Egypt",15937000,EGP,,0,0,,,,2025-11-28,,"Gallery,View on Map,Floor Plan,Master Plan",,6,,+201065888849,2025-11-28,,,Office,,,
84623,84623,https://www.nawy.com/compound/1582-hilltop-chalets-solare/property/84623-chalet-for-sale-in-hilltop-solare-with-2-bedrooms-in-ras-el-hekma-by-misr-italia-properties,Misr Italia Properties,Misr Italia Properties,,,Chalet for sale in Hilltop Solare with 2 bedrooms in Ras El Hekma by Misr Italia Properties,A 2 bedroom Chalet in Hilltop Chalets - Solare by Misr Italia Properties. The Chalet size is 99 m2 with 2 bathrooms with a garden of 40 m2 . This property will be ready for delivery finished by 2029-12-31.,"Hilltop Chalets - Solare, Ras El Hekma, Egypt",19100000,EGP,,2,2,,,,2025-11-28,Garden,"Gallery,View on Map,Floor Plan,Master Plan",,6,,+201065888849,2025-11-28,,,Chalet,,,
104360,104360,https://www.nawy.com/compound/1642-saltshore-salt/property/104360-Chalet-for-sale-in-Saltshore - Salt-with-5-bedrooms-in-Ras El Hekma-by-Tatweer Misr,Tatweer Misr,Tatweer Misr,,,Chalet for sale in Saltshore - Salt with 2 bedrooms in Ras El Hekma by Tatweer Misr,A 2 bedroom Chalet in Saltshore - Salt by Tatweer Misr. The Chalet size is 105 m2 with 2 bathrooms. This property will be ready for delivery finished by 2030-01-30.,"Saltshore - Salt, Ras El Hekma, Egypt",16560000,EGP,,2,2,,,,2025-11-28,,"Gallery,View on Map,Floor Plan,Master Plan",,3,,+201065888849,2025-11-28,,,Chalet,,,
107939,107939,https://www.nawy.com/compound/1520-d-parks-new-cairo/property/107939-Apartment-for-sale-in-D Parks New Cairo-with-21-bedrooms-in-South New Cairo-by-Marakez,Marakez,Marakez,,,Apartment for sale in D Parks New Cairo with 2 bedrooms in South New Cairo by Marakez,A 2 bedroom Apartment in D Parks New Cairo by Marakez. The Apartment size is 130 m2 with 3 bathrooms. This property will be ready for delivery semi-finished by 2027-06-30.,"D Parks New Cairo, South New Cairo, Egypt",16103000,EGP,,2,3,,,,2025-11-28,,"Gallery,View on Map,Floor Plan,Master Plan",,5,,+201065888849,2025-11-28,,,Apartment,,,
105624,105624,https://www.nawy.com/compound/1554-district-1-rae/property/105624-Apartment-for-sale-in-District 1 - Rae-with-21-bedrooms-in-October Gardens-by-Palm Hills Developments,Palm Hills Developments,Palm Hills Developments,,,Apartment for sale in District 1 - Rae with 2 bedrooms in October Gardens by Palm Hills Developments,A 2 bedroom Apartment in District 1 - Rae by Palm Hills Developments. The Apartment size is 171 m2 with 3 bathrooms with a garden of 60 m2 . This property will be ready for delivery finished by 2024-09-30.,"District 1 - Rae, October Gardens, Egypt",16293514,EGP,,2,3,,,,2025-11-28,Garden,"Gallery,View on Map,Floor Plan,Master Plan",,5,,+201065888849,2025-11-28,,,Apartment,,,
99698,99698,https://www.nawy.com/compound/693-lagoon-beach-park-mountain-view-i-city-october/property/99698-Duplex-for-sale-in-Lagoon Beach Park Mountain View I-City October-with-3-bedrooms-in-6th of October City-by-Mountain View,Mountain View,Mountain View,,,I-Villa 3 for sale in Lagoon Beach Park Mountain View I-City October with 3 bedrooms in 6th of October City by Mountain View,A 3 bedroom Duplex in Lagoon Beach Park Mountain View I-City October by Mountain View. The Duplex size is 205 m2 with 3 bathrooms. This property will be ready for delivery finished by 2030-06-01.,"Lagoon Beach Park Mountain View I-City October, 6th of October City, Egypt",26130206,EGP,,3,3,,,,2025-11-28,Nanny Room,"Gallery,View on Map,Floor Plan,Master Plan",,6,,+201065888849,2025-11-28,,,Duplex,,,
104716,104716,https://www.nawy.com/compound/1550-district-2-ella-extension/property/104716-Townhouse-for-sale-in-District 2  - Ella Extension -with-7-bedrooms-in-October Gardens-by-Palm Hills Developments,Palm Hills Developments,Palm Hills Developments,,,Townhouse Middle for sale in District 2 - Ella Extension with 3 bedrooms in October Gardens by Palm Hills Developments,A 3 bedroom Townhouse in District 2  - Ella Extension  by Palm Hills Developments. The Townhouse size is 214 m2 with 4 bathrooms and a roof of 68 m2 . This property will be ready for delivery not-finished by 2029-12-31.,"District 2  - Ella Extension , October Gardens, Egypt",18738000,EGP,,3,4,,,,2025-11-28,Has roof,"Gallery,View on Map,Floor Plan,Master Plan",,3,,+201065888849,2025-11-28,,,Townhouse,,,
108444,108444,https://www.nawy.com/compound/1551-jade-extension/property/108444-Townhouse-for-sale-in-Jade Extension-with-7-bedrooms-in-October Gardens-by-Palm Hills Developments,Palm Hills Developments,Palm Hills Developments,,,Townhouse Middle for sale in Jade Extension with 3 bedrooms in October Gardens by Palm Hills Developments,A 3 bedroom Townhouse in Jade Extension by Palm Hills Developments. The Townhouse size is 214 m2 with 4 bathrooms and a roof of 69 m2 . This property will be ready for delivery not-finished by 2028-03-31.,"Jade Extension, October Gardens, Egypt",21055000,EGP,,3,4,,,,2025-11-28,Has roof,"Gallery,View on Map,Floor Plan,Master Plan",,4,,+201065888849,2025-11-28,,,Townhouse,,,
104033,104033,https://www.nawy.com/compound/1555-district-1-boulevard/property/104033-Apartment-for-sale-in-District 1 - Boulevard -with-21-bedrooms-in-October Gardens-by-Palm Hills Developments,Palm Hills Developments,Palm Hills Developments,,,Apartment for sale in District 1 - Boulevard with 4 bedrooms in October Gardens by Palm Hills Developments,A 4 bedroom Apartment in District 1 - Boulevard  by Palm Hills Developments. The Apartment size is 253 m2 with 4 bathrooms. This property will be ready for delivery finished by 2024-09-30.,"District 1 - Boulevard , October Gardens, Egypt",19169504,EGP,,4,4,,,,2025-11-28,,"Gallery,View on Map,Floor Plan,Master Plan",,4,,+201065888849,2025-11-28,,,Apartment,,,
96527,96527,https://www.nawy.com/compound/1676-green-valley/property/96527-Apartment-for-sale-in-Green Valley-with-21-bedrooms-in-October Gardens-by-Orascom Development Egypt,Orascom Development Egypt,Orascom Development Egypt,,,Apartment for sale in Green Valley with 3 bedrooms in October Gardens by Orascom Development Egypt,A 3 bedroom Apartment in Green Valley by Orascom Development Egypt. The Apartment size is 160 m2 with 4 bathrooms with a garden of 200 m2 . This property will be ready for delivery not-finished by 2029-12-01.,"Green Valley, October Gardens, Egypt",19876000,EGP,,3,4,,,,2025-11-28,Garden,"Gallery,View on Map,Floor Plan,Master Plan",,5,,+201065888849,2025-11-28,,,Apartment,,,
104043,104043,https://www.nawy.com/compound/1552-district-2-ella/property/104043-Townhouse-for-sale-in-District 2 - Ella-with-7-bedrooms-in-October Gardens-by-Palm Hills Developments,Palm Hills Developments,Palm Hills Developments,,,Townhouse Corner for sale in District 2 - Ella with 3 bedrooms in October Gardens by Palm Hills Developments,A 3 bedroom Townhouse in District 2 - Ella by Palm Hills Developments. The Townhouse size is 194 m2 with 3 bathrooms. This property will be ready for delivery not-finished by 2029-06-30.,"District 2 - Ella, October Gardens, Egypt",20214000,EGP,,3,3,,,,2025-11-28,,"Gallery,View on Map,Floor Plan,Master Plan",,4,,+201065888849,2025-11-28,,,Townhouse,,,
95908,95908,https://www.nawy.com/compound/326-mindhaus-new-katameya/property/95908-Office-for-sale-in-Mindhaus New Katameya-with-8-bedrooms-in-South New Cairo-by-Marakez,Marakez,Marakez,,,Office for sale in Mindhaus New Katameya in South New Cairo by Marakez,A Office in Mindhaus New Katameya by Marakez. The Office size is 87 m2. This property will be ready for delivery semi-finished by 2027-06-30.,"Mindhaus New Katameya, South New Cairo, Egypt",20336000,EGP,,0,0,,,,2025-11-28,,"Gallery,View on Map,Floor Plan,Master Plan",,5,,+201065888849,2025-11-28,,,Office,,,
94231,94231,https://www.nawy.com/compound/1679-aquamarine-june/property/94231-Apartment-for-sale-in-Aquamarine-June-with-21-bedrooms-in-Ras El Hekma-by-SODIC,SODIC,SODIC,,,Apartment for sale in Aquamarine-June with 2 bedrooms in Ras El Hekma by SODIC,A 2 bedroom Apartment in Aquamarine-June by SODIC. The Apartment size is 111 m2 with 2 bathrooms with a garden of 55 m2 . This property will be ready for delivery finished by 2028-09-30.,"Aquamarine-June, Ras El Hekma, Egypt",26686000,EGP,,2,2,,,,2025-11-28,Garden,"Gallery,View on Map,Floor Plan,Master Plan",,5,,+201065888849,2025-11-28,,,Apartment,,,
104029,104029,https://www.nawy.com/compound/1471-district-2-tali/property/104029-Townhouse-for-sale-in-District 2 - Tali-with-7-bedrooms-in-October Gardens-by-Palm Hills Developments,Palm Hills Developments,Palm Hills Developments,,,Townhouse Corner for sale in District 2 - Tali with 3 bedrooms in October Gardens by Palm Hills Developments,A 3 bedroom Townhouse in District 2 - Tali by Palm Hills Developments. The Townhouse size is 218 m2 with 3 bathrooms and a roof of 69 m2 . This property will be ready for delivery not-finished by 2030-06-30.,"District 2 - Tali, October Gardens, Egypt",21265000,EGP,,3,3,,,,2025-11-28,Has roof,"Gallery,View on Map,Floor Plan,Master Plan",,3,,+201065888849,2025-11-28,,,Townhouse,,,
74496,74496,https://www.nawy.com/compound/260-v-residences-by-villette/property/74496-Apartment-for-sale-in-V Residences By Villette-with-21-bedrooms-in-Golden Square-by-SODIC,SODIC,SODIC,,,Apartment for sale in V Residences By Villette with 1 bedroom in Golden Square by SODIC,A 1 bedroom Apartment in V Residences By Villette by SODIC. The Apartment size is 109 m2 with 2 bathrooms. This property will be ready for delivery finished by 2025-12-30.,"V Residences By Villette, Golden Square, Egypt",21203000,EGP,,1,2,,,,2025-11-28,,"Gallery,View on Map,Floor Plan,Master Plan",,5,,+201065888849,2025-11-28,,,Apartment,,,
103287,103287,https://www.nawy.com/compound/717-silvertown-silversands/property/103287-Apartment-for-sale-in-Silvertown Silversands-with-21-bedrooms-in-Sidi Heneish-by-Ora Developers,Ora Developers,Ora Developers,,,Apartment for sale in Silvertown Silversands with 2 bedrooms in Sidi Heneish by Ora Developers,A 2 bedroom Apartment in Silvertown Silversands by Ora Developers. The Apartment size is 149 m2 with 3 bathrooms and a terrace of 36 m2. This property will be ready for delivery finished by 2029-12-31.,"Silvertown Silversands, Sidi Heneish, Egypt",24031000,EGP,,2,3,,,,2025-11-28,"Terrace,Nanny Room","Gallery,View on Map,Floor Plan,Master Plan",,5,,+201065888849,2025-11-28,,,Apartment,,,
67923,67923,https://www.nawy.com/compound/1519-campus-district-5/property/67923-Office-for-sale-in-Campus District 5-with-8-bedrooms-in-South New Cairo-by-Marakez,Marakez,Marakez,,,Office for sale in Campus District 5 in South New Cairo by Marakez,A Office in Campus District 5 by Marakez. The Office size is 102 m2. This property will be ready for delivery finished by 2027-12-30.,"Campus District 5, South New Cairo, Egypt",25627000,EGP,,0,0,,,,2025-11-28,,"Gallery,View on Map,Floor Plan,Master Plan",,5,,+201065888849,2025-11-28,,,Office,,,
91792,91792,https://www.nawy.com/compound/1695-olive-oasis-solare/property/91792-townhouse-for-sale-in-olive-oasis-solare-with-4-bedrooms-in-ras-el-hekma-by-misr-italia-properties,Misr Italia Properties,Misr Italia Properties,,,Townhouse Middle for sale in Olive Oasis - Solare with 4 bedrooms in Ras El Hekma by Misr Italia Properties,A 4 bedroom Townhouse in Olive Oasis - Solare by Misr Italia Properties. The Townhouse size is 257 m2 with 4 bathrooms and a roof of 42 m2 and a terrace of 33 m2. This property will be ready for delivery finished by 2029-12-31.,"Olive Oasis - Solare, Ras El Hekma, Egypt",26500000,EGP,,4,4,,,,2025-11-28,"Has roof,Nanny Room","Gallery,View on Map,Floor Plan,Master Plan",,4,,+201065888849,2025-11-28,,,Townhouse,,,
106095,106095,https://www.nawy.com/compound/654-sky-condos/property/106095-Apartment-for-sale-in-Sky Condos-with-21-bedrooms-in-Golden Square-by-SODIC,SODIC,SODIC,,,Apartment for sale in Sky Condos with 3 bedrooms in Golden Square by SODIC,A 3 bedroom Apartment in Sky Condos by SODIC. The Apartment size is 181 m2 with 3 bathrooms. This property will be ready for delivery not-finished by 2025-12-30.,"Sky Condos, Golden Square, Egypt",30642000,EGP,,3,3,,,,2025-11-28,,"Gallery,View on Map,Floor Plan,Master Plan",,5,,+201065888849,2025-11-28,,,Apartment,,,
104368,104368,https://www.nawy.com/compound/1353-m-residence/property/104368-Penthouse-for-sale-in-M Residence-with-4-bedrooms-in-Ain Sokhna-by-Tatweer Misr,Tatweer Misr,Tatweer Misr,,,Penthouse for sale in M Residence with 3 bedrooms in Ain Sokhna by Tatweer Misr,A 3 bedroom Penthouse in M Residence by Tatweer Misr. The Penthouse size is 225 m2 with 4 bathrooms and a roof of 71 m2 . This property will be ready for delivery finished by 2030-03-30.,"M Residence, Ain Sokhna, Egypt",32935000,EGP,,3,4,,,,2025-11-28,Has roof,"Gallery,View on Map,Floor Plan,Master Plan",,5,,+201065888849,2025-11-28,,,Penthouse,,,
90501,90501,https://www.nawy.com/compound/1710-meadows-sodic-east/property/90501-Townhouse-for-sale-in-Meadows-Sodic East-with-7-bedrooms-in-New Heliopolis-by-SODIC,SODIC,SODIC,,,Town House Corner for sale in Meadows-Sodic East with 3 bedrooms in New Heliopolis by SODIC,A 3 bedroom Townhouse in Meadows-Sodic East by SODIC. The Townhouse size is 208 m2 with 4 bathrooms with a garden of 211 m2 and a roof of 63 m2 . This property will be ready for delivery finished by 2029-12-31.,"Meadows-Sodic East, New Heliopolis, Egypt",35045000,EGP,,3,4,,,,2025-11-28,"Garden,Has roof,Nanny Room","Gallery,View on Map,Floor Plan,Master Plan",,5,,+201065888849,2025-11-28,,,Townhouse,,,
86457,86457,https://www.nawy.com/compound/1617-orchid/property/86457-Townhouse-for-sale-in-Orchid-with-7-bedrooms-in-New Heliopolis-by-SODIC,SODIC,SODIC,,,Town House Corner for sale in Orchid with 4 bedrooms in New Heliopolis by SODIC,A 4 bedroom Townhouse in Orchid by SODIC. The Townhouse size is 234 m2 with 4 bathrooms and a roof of 82 m2 . This property will be ready for delivery not-finished by 2025-11-29.,"Orchid, New Heliopolis, Egypt",34077000,EGP,,4,4,,,,2025-11-28,"Has roof,Nanny Room","Gallery,View on Map,Floor Plan,Master Plan",,5,,+201065888849,2025-11-28,,,Townhouse,,,
103907,103907,https://www.nawy.com/compound/1544-acclaro-silversands/property/103907-Duplex-for-sale-in-Acclaro - Silversands-with-3-bedrooms-in-Sidi Heneish-by-Ora Developers,Ora Developers,Ora Developers,,,Duplex for sale in Acclaro - Silversands with 3 bedrooms in Sidi Heneish by Ora Developers,A 3 bedroom Duplex in Acclaro - Silversands by Ora Developers. The Duplex size is 178 m2 with 3 bathrooms with a garden of 31 m2 and a terrace of 5 m2. This property will be ready for delivery finished by 2029-12-31.,"Acclaro - Silversands, Sidi Heneish, Egypt",35752000,EGP,,3,3,,,,2025-11-28,"Garden,Terrace","Gallery,View on Map,Floor Plan,Master Plan",,6,,+201065888849,2025-11-28,,,Duplex,,,
85498,85498,https://www.nawy.com/compound/1299-hazel-sodic-east/property/85498-Townhouse-for-sale-in-Hazel - Sodic East -with-7-bedrooms-in-New Heliopolis-by-SODIC,SODIC,SODIC,,,Town House Corner for sale in Hazel - Sodic East with 3 bedrooms in New Heliopolis by SODIC,A 3 bedroom Townhouse in Hazel - Sodic East  by SODIC. The Townhouse size is 221 m2 with 4 bathrooms with a garden of 354 m2 and a roof of 74 m2 . This property will be ready for delivery finished by 2028-12-30.,"Hazel - Sodic East , New Heliopolis, Egypt",37664000,EGP,,3,4,,,,2025-11-28,"Garden,Has roof,Nanny Room","Gallery,View on Map,Floor Plan,Master Plan",,5,,+201065888849,2025-11-28,,,Townhouse,,,
48009,48009,https://www.nawy.com/compound/521-hacienda-west/property/48009-Chalet-for-sale-in-Hacienda West-with-5-bedrooms-in-Ras El Hekma-by-Palm Hills Developments,Palm Hills Developments,Palm Hills Developments,,,Chalet for sale in Hacienda West with 3 bedrooms in Ras El Hekma by Palm Hills Developments,A 3 bedroom Chalet in Hacienda West by Palm Hills Developments. The Chalet size is 205 m2 with 4 bathrooms with a garden of 272 m2 . This property will be ready for delivery finished by 2025-06-30.,"Hacienda West, Ras El Hekma, Egypt",34864325,EGP,,3,4,,,,2025-11-28,"Garden,Nanny Room,Driver Room","Gallery,View on Map,Floor Plan,Master Plan",,5,,+201065888849,2025-11-28,,,Chalet,,,
85496,85496,https://www.nawy.com/compound/1618-rosewood/property/85496-Villa-for-sale-in-Rosewood-with-1-bedrooms-in-New Heliopolis-by-SODIC,SODIC,SODIC,,,Villa for sale in Rosewood with 3 bedrooms in New Heliopolis by SODIC,A 3 bedroom Villa in Rosewood by SODIC. The Villa size is 237 m2 with 4 bathrooms and a roof of 78 m2 . This property will be ready for delivery not-finished by 2027-09-30.,"Rosewood, New Heliopolis, Egypt",44174000,EGP,,3,4,,,,2025-11-28,"Has roof,Nanny Room","Gallery,View on Map,Floor Plan,Master Plan",,5,,+201065888849,2025-11-28,,,Villa,,,
106269,106269,https://www.nawy.com/compound/1678-pearl-june/property/106269-Chalet-for-sale-in-Pearl-June-with-5-bedrooms-in-Ras El Hekma-by-SODIC,SODIC,SODIC,,,Chalet for sale in Pearl-June with 4 bedrooms in Ras El Hekma by SODIC,A 4 bedroom Chalet in Pearl-June by SODIC. The Chalet size is 189 m2 with 4 bathrooms. This property will be ready for delivery finished by 2027-09-30.,"Pearl-June, Ras El Hekma, Egypt",37493000,EGP,,4,4,,,,2025-11-28,Nanny Room,"Gallery,View on Map,Floor Plan,Master Plan",,4,,+201065888849,2025-11-28,,,Chalet,,,
89098,89098,https://www.nawy.com/compound/1475-branded-residences-silversands/property/89098-Branded Apartment-for-sale-in-Branded Residences - Silversands -with-24-bedrooms-in-Sidi Heneish-by-Ora Developers,Ora Developers,Ora Developers,,,Branded Apartment for sale in Branded Residences - Silversands with 2 bedrooms in Sidi Heneish by Ora Developers,A 2 bedroom Branded Apartment in Branded Residences - Silversands  by Ora Developers. The Branded Apartment size is 122 m2 with 3 bathrooms with a garden of 62 m2 . This property will be ready for delivery finished by 2028-01-01.,"Branded Residences - Silversands , Sidi Heneish, Egypt",37850000,EGP,,2,3,,,,2025-11-28,Garden,"Gallery,View on Map,Floor Plan,Master Plan",,6,,+201065888849,2025-11-28,,,Branded Apartment,,,
84604,84604,https://www.nawy.com/compound/1604-ciano-lagoon/property/84604-villa-for-sale-in-ciano-lagoon-villas-with-4-bedrooms-in-ras-el-hekma-by-misr-italia-properties,Misr Italia Properties,Misr Italia Properties,,,Villa for sale in Ciano Lagoon Villas with 4 bedrooms in Ras El Hekma by Misr Italia Properties,A 4 bedroom Villa in Ciano Lagoon  by Misr Italia Properties. The Villa size is 271 m2 with 5 bathrooms. This property will be ready for delivery finished by 2028-11-30.,"Ciano Lagoon , Ras El Hekma, Egypt",40400000,EGP,,4,5,,,,2025-11-28,"Driver Room,Nanny Room","Gallery,View on Map,Floor Plan,Master Plan",,6,,+201065888849,2025-11-28,,,Villa,,,
96223,96223,https://www.nawy.com/compound/1469-crystalline-silversands/property/96223-Chalet-for-sale-in-Crystalline - Silversands -with-5-bedrooms-in-Sidi Heneish-by-Ora Developers,Ora Developers,Ora Developers,,,Chalet for sale in Crystalline - Silversands with 4 bedrooms in Sidi Heneish by Ora Developers,A 4 bedroom Chalet in Crystalline - Silversands  by Ora Developers. The Chalet size is 204 m2 with 3 bathrooms with a garden of 127 m2 and a terrace of 23 m2. This property will be ready for delivery finished by 2029-12-31.,"Crystalline - Silversands , Sidi Heneish, Egypt",48655000,EGP,,4,3,,,,2025-11-28,"Garden,Terrace,Nanny Room","Gallery,View on Map,Floor Plan,Master Plan",,6,,+201065888849,2025-11-28,,,Chalet,,,
97680,97680,https://www.nawy.com/compound/1651-jade-hills-city-gate/property/97680-villa-for-sale-in-jade-hills-city-gate-with-5-bedrooms-in-new-cairo-by-qatari-diar,Qatari Diar,Qatari Diar,,,Villa for sale in Jade Hills - City Gate with 5 bedrooms by Qatari Diar,A 5 bedroom Villa in Jade Hills - City Gate by Qatari Diar. The Villa size is 356 m2 with 7 bathrooms and a roof of 71 m2 . This property will be ready for delivery not-finished by 2029-09-30.,"Jade Hills - City Gate, New Cairo, Egypt",67370000,EGP,,5,7,,,,2025-11-28,"Garden,Has roof,Nanny Room,Driver Room","Gallery,View on Map,Floor Plan,Master Plan",,6,,+201065888849,2025-11-28,,,Villa,,,
105770,105770,https://www.nawy.com/compound/1622-mv-park-icity-new-cairo/property/105770-Villa-for-sale-in-MV Park - ICity New Cairo-with-1-bedrooms-in-New Cairo-by-Mountain View,Mountain View,Mountain View,,,Villa for sale in MV Park - ICity New Cairo with 4 bedrooms in New Cairo by Mountain View,A 4 bedroom Villa in MV Park - ICity New Cairo by Mountain View. The Villa size is 340 m2 with 5 bathrooms with a garden of 312 m2 . This property will be ready for delivery not-finished by 2026-04-01.,"MV Park - ICity New Cairo, New Cairo, Egypt",60705537,EGP,,4,5,,,,2025-11-28,Garden,"Gallery,View on Map,Floor Plan,Master Plan",,4,,+201065888849,2025-11-28,,,Villa,,,
104910,104910,https://www.nawy.com/compound/1680-opal-june/property/104910-Villa-for-sale-in-Opal-June-with-1-bedrooms-in-Ras El Hekma-by-SODIC,SODIC,SODIC,,,Villa for sale in Opal-June with 3 bedrooms in Ras El Hekma by SODIC,A 3 bedroom Villa in Opal-June by SODIC. The Villa size is 239 m2 with 3 bathrooms with a garden of 116 m2 and a roof of 95 m2 . This property will be ready for delivery finished by 2026-06-30.,"Opal-June, Ras El Hekma, Egypt",78499000,EGP,,3,3,,,,2025-11-28,"Garden,Has roof,Nanny Room","Gallery,View on Map,Floor Plan,Master Plan",,5,,+201065888849,2025-11-28,,,Villa,,,
93392,93392,https://www.nawy.com/compound/1637-the-village-views/property/93392-Apartment-for-sale-in-The Village Views-with-21-bedrooms-in-El Sheikh Zayed-by-Ora Developers,Ora Developers,Ora Developers,,,Apartment for sale in The Village Views with 2 bedrooms in El Sheikh Zayed by Ora Developers,A 2 bedroom Apartment in The Village Views by Ora Developers. The Apartment size is 125 m2 with 3 bathrooms and a terrace of 7 m2. This property will be ready for delivery finished by 2029-01-31.,"The Village Views, El Sheikh Zayed, Egypt",15997000,EGP,,2,3,,,,2025-11-28,Terrace,"Gallery,View on Map,Floor Plan,Master Plan",,6,,+201065888849,2025-11-28,,,Apartment,,,
103905,103905,https://www.nawy.com/compound/1568-club-residence/property/103905-Serviced Apartment-for-sale-in-Club residence-with-20-bedrooms-in-6th settlement-by-Ora Developers,Ora Developers,Ora Developers,,,Serviced Apartment for sale in Club residence with 2 bedrooms in 6th settlement by Ora Developers,A 2 bedroom Serviced Apartment in Club residence by Ora Developers. The Serviced Apartment size is 114 m2 with 3 bathrooms and a terrace of 10 m2. This property will be ready for delivery finished by 2029-01-31.,"Club residence, 6th settlement, Egypt",18752000,EGP,,2,3,,,,2025-11-28,Terrace,"Gallery,View on Map,Floor Plan,Master Plan",,6,,+201065888849,2025-11-28,,,Serviced Apartment,,,
97165,97165,https://www.nawy.com/compound/1635-park-side-residences/property/97165-Serviced Apartment-for-sale-in-Park Side Residences-with-20-bedrooms-in-El Sheikh Zayed-by-Ora Developers,Ora Developers,Ora Developers,,,Serviced Apartment for sale in Park Side Residences with 3 bedrooms in El Sheikh Zayed by Ora Developers,A 3 bedroom Serviced Apartment in Park Side Residences by Ora Developers. The Serviced Apartment size is 178 m2 with 3 bathrooms and a terrace of 26 m2. This property will be ready for delivery finished by 2029-01-31.,"Park Side Residences, El Sheikh Zayed, Egypt",24430000,EGP,,3,3,,,,2025-11-28,"Terrace,Nanny Room","Gallery,View on Map,Floor Plan,Master Plan",,6,,+201065888849,2025-11-28,,,Serviced Apartment,,,
104371,104371,https://www.nawy.com/compound/1306-coflow/property/104371-Clinic-for-sale-in-Coflow -with-13-bedrooms-in-Mostakbal City-by-Tatweer Misr,Tatweer Misr,Tatweer Misr,,,Clinic for sale in Coflow in Mostakbal City by Tatweer Misr,A Clinic in Coflow  by Tatweer Misr. The Clinic size is 45 m2. This property will be ready for delivery not-finished by 2029-12-29.,"Coflow , Mostakbal City, Egypt",7422000,EGP,,0,0,,,,2025-11-28,,"Gallery,View on Map,Floor Plan,Master Plan",,5,,+201065888849,2025-11-28,,,Clinic,,,
104407,104407,https://www.nawy.com/compound/181-il-bosco-new-capital/property/104407-apartment-for-sale-in-il-bosco-new-capital-with-2-bedrooms-in-new-capital-city-by-misr-italia-properties,Misr Italia Properties,Misr Italia Properties,,,Apartment for sale in Il Bosco New Capital with 2 bedrooms in New Capital City by Misr Italia Properties,A 2 bedroom Apartment in Il Bosco New Capital by Misr Italia Properties. The Apartment size is 122 m2 with 3 bathrooms with a garden of 36 m2 . This property will be ready for delivery not-finished by 2025-11-30.,"Il Bosco New Capital, New Capital City, Egypt",9900000,EGP,,2,3,,,,2025-11-28,"Garden,Infrastructure,Clubhouse ,Underground parking,Medical center,Commercial strip ,Business Hub,Outdoor pools,bicycles lanes,Jogging trail","Gallery,View on Map,Floor Plan,Master Plan",,4,,+201017248451,2025-11-28,,,Apartment,,,
