id,reference_number,url,broker_display_name,broker,category,category_url,title,description,location,price,currency,price_per,bedrooms,bathrooms,furnished,rera_permit_number,dtcm_licence,scraped_ts,amenities,details,agent_name,number_of_photos,user_id,phone_number,date,iteration_number,depth,property_type,sub_category_1,sub_category_2,published_at
104409,104409,https://www.nawy.com/compound/181-il-bosco-new-capital/property/104409-apartment-for-sale-in-il-bosco-new-capital-with-1-bedroom-in-new-capital-city-by-misr-italia-properties,Misr Italia Properties,Misr Italia Properties,,,Apartment for sale in Il Bosco New Capital with 1 bedroom in New Capital City by Misr Italia Properties,A 1 bedroom Apartment in Il Bosco New Capital by Misr Italia Properties. The Apartment size is 81 m2 with 1 bathrooms with a garden of 25 m2 . This property will be ready for delivery not-finished by 2025-11-30.,"Il Bosco New Capital, New Capital City, Egypt",7800000,EGP,,1,1,,,,2025-11-28,"Garden,Infrastructure,Clubhouse ,Underground parking,Medical center,Commercial strip ,Business Hub,Outdoor pools,bicycles lanes,Jogging trail","Gallery,View on Map,Floor Plan,Master Plan",,4,,+201017248451,2025-11-28,,,Apartment,,,
108063,108063,https://www.nawy.com/compound/1548-district-2-moon-heights/property/108063-Apartment-for-sale-in-District 2 - Moon Heights-with-21-bedrooms-in-October Gardens-by-Palm Hills Developments,Palm Hills Developments,Palm Hills Developments,,,Apartment for sale in District 2 - Moon Heights with 1 bedroom in October Gardens by Palm Hills Developments,A 1 bedroom Apartment in District 2 - Moon Heights by Palm Hills Developments. The Apartment size is 61 m2 with 1 bathrooms. This property will be ready for delivery finished by 2030-12-30.,"District 2 - Moon Heights, October Gardens, Egypt",6339300,EGP,,1,1,,,,2025-11-28,,"Gallery,View on Map,Master Plan",,6,,+201065888849,2025-11-28,,,Apartment,,,
80297,80297,https://www.nawy.com/compound/1433-sapphire-residence/property/80297-apartment-for-sale-in-sapphire-residence-with-1-bedroom-in-new-cairo-by-qatari-diar,Qatari Diar,Qatari Diar,,,Apartment for sale in Sapphire Residence with 1 bedroom in New Cairo by Qatari Diar,A 1 bedroom Apartment in Sapphire Residence by Qatari Diar. The Apartment size is 50 m2 with 1 bathrooms. This property will be ready for delivery not-finished by 2029-04-30.,"Sapphire Residence, New Cairo, Egypt",6510000,EGP,,1,1,,,,2025-11-28,,"Gallery,View on Map,Master Plan",,5,,+201065888849,2025-11-28,,,Apartment,,,
104367,104367,https://www.nawy.com/compound/1353-m-residence/property/104367-Cabin-for-sale-in-M Residence-with-11-bedrooms-in-Ain Sokhna-by-Tatweer Misr,Tatweer Misr,Tatweer Misr,,,Cabin for sale in M Residence with 1 bedroom in Ain Sokhna by Tatweer Misr,A 1 bedroom Cabin in M Residence by Tatweer Misr. The Cabin size is 45 m2 with 1 bathrooms. This property will be ready for delivery finished by 2030-03-30.,"M Residence, Ain Sokhna, Egypt",7045000,EGP,,1,1,,,,2025-11-28,,"Gallery,View on Map,Floor Plan,Master Plan",,5,,+201065888849,2025-11-28,,,Cabin,,,
103294,103294,https://www.nawy.com/compound/1701-core/property/103294-Apartment-for-sale-in-Core-with-21-bedrooms-in-October Gardens-by-Orascom Development Egypt,Orascom Development Egypt,Orascom Development Egypt,,,Apartment for sale in Core with 1 bedroom in October Gardens by Orascom Development Egypt,A 1 bedroom Apartment in Core by Orascom Development Egypt. The Apartment size is 77 m2 with 1 bathrooms. This property will be ready for delivery semi-finished by 2027-12-31.,"Core, October Gardens, Egypt",7436000,EGP,,1,1,,,,2025-11-28,,"Gallery,View on Map,Floor Plan,Master Plan",,4,,+201065888849,2025-11-28,,,Apartment,,,
108961,108961,https://www.nawy.com/compound/1619-club-park-icity-october/property/108961-Apartment-for-sale-in-Club Park - ICity October-with-21-bedrooms-in-Northern Expansion-by-Mountain View,Mountain View,Mountain View,,,I-Apartment for sale in Club Park - ICity October with 2 bedrooms in Northern Expansion by Mountain View,A 2 bedroom Apartment in Club Park - ICity October by Mountain View. The Apartment size is 105 m2 with 2 bathrooms. This property will be ready for delivery not-finished by 2028-12-01.,"Club Park - ICity October, Northern Expansion, Egypt",8143583,EGP,,2,2,,,,2025-11-28,,"Gallery,View on Map,Floor Plan,Master Plan",,5,,+201065888849,2025-11-28,,,Apartment,,,
104369,104369,https://www.nawy.com/compound/1306-coflow/property/104369-Office-for-sale-in-Coflow -with-8-bedrooms-in-Mostakbal City-by-Tatweer Misr,Tatweer Misr,Tatweer Misr,,,Office for sale in Coflow in Mostakbal City by Tatweer Misr,A Office in Coflow  by Tatweer Misr. The Office size is 65 m2. This property will be ready for delivery not-finished by 2029-12-29.,"Coflow , Mostakbal City, Egypt",9418000,EGP,,0,0,,,,2025-11-28,,"Gallery,View on Map,Floor Plan,Master Plan",,5,,+201065888849,2025-11-28,,,Office,,,
39591,39591,https://www.nawy.com/compound/202-bloomfields/property/39591-apartment-for-sale-in-bloomfields-with-2-bedrooms-in-mostakbal-city-by-tatweer-misr,Tatweer Misr,Tatweer Misr,,,Apartment for sale in Bloomfields  with 2 bedrooms in Mostakbal City by Tatweer Misr,A 2 bedroom Apartment in Bloomfields  by Tatweer Misr. The Apartment size is 125 m2 with 3 bathrooms. This property will be ready for delivery not-finished by 2028-12-29.,"Bloomfields , Mostakbal City, Egypt",8653000,EGP,,2,3,,,,2025-11-28,"Clubhouse ,Underground parking,Schools,Commercial strip ,Business Hub,Outdoor pools,bicycles lanes,Jogging trail","Gallery,View on Map,Floor Plan,Master Plan",,6,,+201065888849,2025-11-28,,,Apartment,,,
105179,105179,https://www.nawy.com/compound/1567-parkside-owest/property/105179-Apartment-for-sale-in-Parkside - Owest -with-21-bedrooms-in-October Gardens-by-Orascom Development Egypt,Orascom Development Egypt,Orascom Development Egypt,,,Apartment for sale in Parkside - Owest with 2 bedrooms in October Gardens by Orascom Development Egypt,A 2 bedroom Apartment in Parkside - Owest  by Orascom Development Egypt. The Apartment size is 94 m2 with 2 bathrooms. This property will be ready for delivery not-finished by 2030-09-30.,"Parkside - Owest , October Gardens, Egypt",9718000,EGP,,2,2,,,,2025-11-28,,"Gallery,View on Map,Floor Plan,Master Plan",,5,,+201065888849,2025-11-28,,,Apartment,,,
104703,104703,https://www.nawy.com/compound/663-cleo-palm-hills-new-cairo/property/104703-Apartment-for-sale-in-Cleo - Palm Hills New Cairo-with-21-bedrooms-in-New Cairo-by-Palm Hills Developments,Palm Hills Developments,Palm Hills Developments,,,Apartment for sale in Cleo - Palm Hills New Cairo with 1 bedroom in New Cairo by Palm Hills Developments,A 1 bedroom Apartment in Cleo - Palm Hills New Cairo by Palm Hills Developments. The Apartment size is 70 m2 with 1 bathrooms. This property will be ready for delivery finished by 2030-06-30.,"Cleo - Palm Hills New Cairo, New Cairo, Egypt",9747000,EGP,,1,1,,,,2025-11-28,,"Gallery,View on Map,Floor Plan,Master Plan",,4,,+201065888849,2025-11-28,,,Apartment,,,
109090,109090,https://www.nawy.com/compound/1888-the-north-park-icity-new-cairo/property/109090-Apartment-for-sale-in-The North Park-ICity New Cairo-with-21-bedrooms-in-New Cairo-by-Mountain View,Mountain View,Mountain View,,,Millennial for sale in The North Park-ICity New Cairo with 2 bedrooms in New Cairo by Mountain View,A 2 bedroom Apartment in The North Park-ICity New Cairo by Mountain View. The Apartment size is 120 m2 with 3 bathrooms. This property will be ready for delivery not-finished by 2028-12-31.,"The North Park-ICity New Cairo, New Cairo, Egypt",9309947,EGP,,2,3,,,,2025-11-28,,"Gallery,View on Map,Floor Plan,Master Plan",,4,,+201065888849,2025-11-28,,,Apartment,,,
94289,94289,https://www.nawy.com/compound/1746-lakeside-bloomfields/property/94289-Apartment-for-sale-in-Lakeside-Bloomfields-with-21-bedrooms-in-Mostakbal City-by-Tatweer Misr,Tatweer Misr,Tatweer Misr,,,Apartment for sale in Lakeside-Bloomfields with 2 bedrooms in Mostakbal City by Tatweer Misr,A 2 bedroom Apartment in Lakeside-Bloomfields by Tatweer Misr. The Apartment size is 120 m2 with 3 bathrooms. This property will be ready for delivery not-finished by 2030-03-30.,"Lakeside-Bloomfields, Mostakbal City, Egypt",10662000,EGP,,2,3,,,,2025-11-28,,"Gallery,View on Map,Floor Plan",,4,,+201065888849,2025-11-28,,,Apartment,,,
107172,107172,https://www.nawy.com/compound/1307-district-6-the-village/property/107172-Apartment-for-sale-in-District 6 - The Village-with-21-bedrooms-in-October Gardens-by-Palm Hills Developments,Palm Hills Developments,Palm Hills Developments,,,Apartment for sale in District 6 - The Village with 2 bedrooms in October Gardens by Palm Hills Developments,A 2 bedroom Apartment in District 6 - The Village by Palm Hills Developments. The Apartment size is 109 m2 with 3 bathrooms. This property will be ready for delivery finished by 2029-12-31.,"District 6 - The Village, October Gardens, Egypt",10438446,EGP,,2,3,,,,2025-11-28,,"Gallery,View on Map,Floor Plan,Master Plan",,5,,+201065888849,2025-11-28,,,Apartment,,,
107696,107696,https://www.nawy.com/compound/1749-courtyard-bloomfields/property/107696-Apartment-for-sale-in-Courtyard-Bloomfields-with-21-bedrooms-in-Mostakbal City-by-Tatweer Misr,Tatweer Misr,Tatweer Misr,,,Apartment for sale in Courtyard-Bloomfields with 2 bedrooms in Mostakbal City by Tatweer Misr,A 2 bedroom Apartment in Courtyard-Bloomfields by Tatweer Misr. The Apartment size is 124 m2 with 2 bathrooms. This property will be ready for delivery finished by 2027-12-30.,"Courtyard-Bloomfields, Mostakbal City, Egypt",10407000,EGP,,2,2,,,,2025-11-28,,"Gallery,View on Map,Floor Plan",,4,,+201065888849,2025-11-28,,,Apartment,,,
83623,83623,https://www.nawy.com/compound/1748-cluster-bloomfields/property/83623-Apartment-for-sale-in-Cluster-Bloomfields-with-21-bedrooms-in-Mostakbal City-by-Tatweer Misr,Tatweer Misr,Tatweer Misr,,,Apartment for sale in Cluster-Bloomfields with 1 bedroom in Mostakbal City by Tatweer Misr,A 1 bedroom Apartment in Cluster-Bloomfields by Tatweer Misr. The Apartment size is 117 m2 with 2 bathrooms. This property will be ready for delivery finished by 2027-12-25.,"Cluster-Bloomfields, Mostakbal City, Egypt",10747000,EGP,,1,2,,,,2025-11-28,,"Gallery,View on Map,Floor Plan",,5,,+201065888849,2025-11-28,,,Apartment,,,
73447,73447,https://www.nawy.com/compound/1441-sapphire-golf-residences/property/73447-en,Qatari Diar,Qatari Diar,,,Apartment for sale in Sapphire Golf Residences with 2 bedrooms by Qatari Diar,A 2 bedroom Apartment in Sapphire Golf Residences by Qatari Diar. The Apartment size is 107 m2 with 2 bathrooms. This property will be ready for delivery finished by 2029-09-30.,"Sapphire Golf Residences, New Cairo, Egypt",12330000,EGP,,2,2,,,,2025-11-28,,"Gallery,View on Map,Floor Plan,Master Plan",,5,,+201065888849,2025-11-28,,,Apartment,,,
80554,80554,https://www.nawy.com/compound/1470-district-6-laria/property/80554-Apartment-for-sale-in-District 6 - Laria-with-21-bedrooms-in-October Gardens-by-Palm Hills Developments,Palm Hills Developments,Palm Hills Developments,,,Apartment for sale in District 6 - Laria with 2 bedrooms in October Gardens by Palm Hills Developments,A 2 bedroom Apartment in District 6 - Laria by Palm Hills Developments. The Apartment size is 115 m2 with 2 bathrooms and a roof of 28 m2 . This property will be ready for delivery finished by 2030-06-30.,"District 6 - Laria, October Gardens, Egypt",10954291,EGP,,2,2,,,,2025-11-28,Has roof,"Gallery,View on Map,Floor Plan,Master Plan",,5,,+201065888849,2025-11-28,,,Apartment,,,
90487,90487,https://www.nawy.com/compound/1549-district-6-blu/property/90487-Apartment-for-sale-in-District 6 - Blu -with-21-bedrooms-in-October Gardens-by-Palm Hills Developments,Palm Hills Developments,Palm Hills Developments,,,Apartment for sale in District 6 - Blu with 2 bedrooms in October Gardens by Palm Hills Developments,A 2 bedroom Apartment in District 6 - Blu  by Palm Hills Developments. The Apartment size is 125 m2 with 3 bathrooms. This property will be ready for delivery finished by 2029-06-30.,"District 6 - Blu , October Gardens, Egypt",11037060,EGP,,2,3,,,,2025-11-28,,"Gallery,View on Map,Floor Plan,Master Plan",,5,,+201065888849,2025-11-28,,,Apartment,,,
104362,104362,https://www.nawy.com/compound/1642-saltshore-salt/property/104362-Chalet-for-sale-in-Saltshore - Salt-with-5-bedrooms-in-Ras El Hekma-by-Tatweer Misr,Tatweer Misr,Tatweer Misr,,,Chalet for sale in Saltshore - Salt with 1 bedroom in Ras El Hekma by Tatweer Misr,A 1 bedroom Chalet in Saltshore - Salt by Tatweer Misr. The Chalet size is 80 m2 with 2 bathrooms. This property will be ready for delivery finished by 2030-01-30.,"Saltshore - Salt, Ras El Hekma, Egypt",11482000,EGP,,1,2,,,,2025-11-28,,"Gallery,View on Map,Floor Plan,Master Plan",,5,,+201065888849,2025-11-28,,,Chalet,,,
108468,108468,https://www.nawy.com/compound/1621-club-park-icity-new-cairo/property/108468-Apartment-for-sale-in-Club Park- ICity New Cairo-with-21-bedrooms-in-New Cairo-by-Mountain View,Mountain View,Mountain View,,,Apartment for sale in Club Park- ICity New Cairo with 2 bedrooms in New Cairo by Mountain View,A 2 bedroom Apartment in Club Park- ICity New Cairo by Mountain View. The Apartment size is 130 m2 with 2 bathrooms. This property will be ready for delivery not-finished by 2026-01-01.,"Club Park- ICity New Cairo, New Cairo, Egypt",11406903,EGP,,2,2,,,,2025-11-28,,"Gallery,View on Map,Floor Plan,Master Plan",,5,,+201065888849,2025-11-28,,,Apartment,,,
108689,108689,https://www.nawy.com/compound/1889-mv-park-icity-new-october/property/108689-Apartment-for-sale-in-MV Park - ICity New October-with-21-bedrooms-in-Northern Expansion-by-Mountain View,Mountain View,Mountain View,,,Millennial for sale in MV Park - ICity October with 3 bedrooms in Northern Expansion by Mountain View,A 3 bedroom Apartment in MV Park - ICity New October by Mountain View. The Apartment size is 160 m2 with 3 bathrooms. This property will be ready for delivery finished by 2026-05-01.,"MV Park - ICity New October, Northern Expansion, Egypt",11711288,EGP,,3,3,,,,2025-11-28,,"Gallery,View on Map,Floor Plan",,5,,+201065888849,2025-11-28,,,Apartment,,,
87336,87336,https://www.nawy.com/compound/634-marina-residence-il-monte-galala/property/87336-chalet-for-sale-in-marina-residence-il-monte-galala-with-1-bedroom-in-ain-sokhna-by-tatweer-misr,Tatweer Misr,Tatweer Misr,,,Chalet for sale in Marina Residence Il Monte Galala with 1 bedroom in Ain Sokhna by Tatweer Misr,A 1 bedroom Chalet in Marina Residence Il Monte Galala by Tatweer Misr. The Chalet size is 70 m2 with 1 bathrooms. This property will be ready for delivery finished by 2030-01-30.,"Marina Residence Il Monte Galala, Ain Sokhna, Egypt",12138000,EGP,,1,1,,,,2025-11-28,,"Gallery,View on Map,Floor Plan,Master Plan",,6,,+201065888849,2025-11-28,,,Chalet,,,
84624,84624,https://www.nawy.com/compound/1582-hilltop-chalets-solare/property/84624-penthouse-for-sale-in-hilltop-solare-with-2-bedrooms-in-ras-el-hekma-by-misr-italia-properties,Misr Italia Properties,Misr Italia Properties,,,Chalet for sale in Hilltop Solare with 2 bedrooms in Ras El Hekma by Misr Italia Properties,A 2 bedroom Chalet in Hilltop Chalets - Solare by Misr Italia Properties. The Chalet size is 102 m2 with 2 bathrooms and a terrace of 10 m2. This property will be ready for delivery finished by 2029-12-31.,"Hilltop Chalets - Solare, Ras El Hekma, Egypt",14900000,EGP,,2,2,,,,2025-11-28,,"Gallery,View on Map,Floor Plan,Master Plan",,6,,+201065888849,2025-11-28,,,Chalet,,,
107522,107522,https://www.nawy.com/compound/1616-oak-residence/property/107522-Apartment-for-sale-in-Oak Residence-with-21-bedrooms-in-New Heliopolis-by-SODIC,SODIC,SODIC,,,Apartment for sale in Oak Residence with 2 bedrooms in New Heliopolis by SODIC,A 2 bedroom Apartment in Oak Residence by SODIC. The Apartment size is 125 m2 with 3 bathrooms. This property will be ready for delivery finished by 2028-09-30.,"Oak Residence, New Heliopolis, Egypt",12956000,EGP,,2,3,,,,2025-11-28,,"Gallery,View on Map,Floor Plan,Master Plan",,5,,+201065888849,2025-11-28,,,Apartment,,,
74497,74497,https://www.nawy.com/compound/260-v-residences-by-villette/property/74497-Apartment-for-sale-in-V Residences By Villette-with-21-bedrooms-in-Golden Square-by-SODIC,SODIC,SODIC,,,,A 1 bedroom Apartment in V Residences By Villette by SODIC. The Apartment size is 81 m2 with 2 bathrooms. This property will be ready for delivery finished by 2025-12-30.,"V Residences By Villette, Golden Square, Egypt",15227000,EGP,,1,2,,,,2025-11-28,,"Gallery,View on Map,Floor Plan,Master Plan",,5,,+201065888849,2025-11-28,,,Apartment,,,
108679,108679,https://www.nawy.com/compound/693-lagoon-beach-park-mountain-view-i-city-october/property/108679-Apartment-for-sale-in-Lagoon Beach Park Mountain View I-City October-with-21-bedrooms-in-6th of October City-by-Mountain View,Mountain View,Mountain View,,,Garden Millennial for sale in Lagoon Beach Park Mountain View I-City October with 3 bedrooms in 6th of October City by Mountain View,A 3 bedroom Apartment in Lagoon Beach Park Mountain View I-City October by Mountain View. The Apartment size is 165 m2 with 3 bathrooms with a garden of 278 m2 . This property will be ready for delivery finished by 2030-06-01.,"Lagoon Beach Park Mountain View I-City October, 6th of October City, Egypt",18486064,EGP,,3,3,,,,2025-11-28,Garden,"Gallery,View on Map,Floor Plan,Master Plan",,6,,+201065888849,2025-11-28,,,Apartment,,,
106721,106721,https://www.nawy.com/compound/1520-d-parks-new-cairo/property/106721-Apartment-for-sale-in-D Parks New Cairo-with-21-bedrooms-in-South New Cairo-by-Marakez,Marakez,Marakez,,,Apartment for sale in D Parks New Cairo with 2 bedrooms in South New Cairo by Marakez,A 2 bedroom Apartment in D Parks New Cairo by Marakez. The Apartment size is 136 m2 with 3 bathrooms. This property will be ready for delivery semi-finished by 2027-06-30.,"D Parks New Cairo, South New Cairo, Egypt",17382000,EGP,,2,3,,,,2025-11-28,,"Gallery,View on Map,Floor Plan,Master Plan",,3,,+201065888849,2025-11-28,,,Apartment,,,
105623,105623,https://www.nawy.com/compound/1554-district-1-rae/property/105623-Apartment-for-sale-in-District 1 - Rae-with-21-bedrooms-in-October Gardens-by-Palm Hills Developments,Palm Hills Developments,Palm Hills Developments,,,Apartment for sale in District 1 - Rae with 2 bedrooms in October Gardens by Palm Hills Developments,A 2 bedroom Apartment in District 1 - Rae by Palm Hills Developments. The Apartment size is 171 m2 with 3 bathrooms with a garden of 60 m2 . This property will be ready for delivery finished by 2024-07-31.,"District 1 - Rae, October Gardens, Egypt",16293514,EGP,,2,3,,,,2025-11-28,Garden,"Gallery,View on Map,Floor Plan,Master Plan",,5,,+201065888849,2025-11-28,,,Apartment,,,
95907,95907,https://www.nawy.com/compound/326-mindhaus-new-katameya/property/95907-Office-for-sale-in-Mindhaus New Katameya-with-8-bedrooms-in-South New Cairo-by-Marakez,Marakez,Marakez,,,Office for sale in Mindhaus New Katameya in South New Cairo by Marakez,A Office in Mindhaus New Katameya by Marakez. The Office size is 75 m2. This property will be ready for delivery semi-finished by 2027-06-30.,"Mindhaus New Katameya, South New Cairo, Egypt",18219000,EGP,,0,0,,,,2025-11-28,,"Gallery,View on Map,Floor Plan,Master Plan",,5,,+201065888849,2025-11-28,,,Office,,,
96526,96526,https://www.nawy.com/compound/1676-green-valley/property/96526-Apartment-for-sale-in-Green Valley-with-21-bedrooms-in-October Gardens-by-Orascom Development Egypt,Orascom Development Egypt,Orascom Development Egypt,,,Apartment for sale in Green Valley with 2 bedrooms in October Gardens by Orascom Development Egypt,A 2 bedroom Apartment in Green Valley by Orascom Development Egypt. The Apartment size is 136 m2 with 3 bathrooms with a garden of 199 m2 . This property will be ready for delivery not-finished by 2029-12-01.,"Green Valley, October Gardens, Egypt",16966000,EGP,,2,3,,,,2025-11-28,Garden,"Gallery,View on Map,Floor Plan,Master Plan",,5,,+201065888849,2025-11-28,,,Apartment,,,
107938,107938,https://www.nawy.com/compound/284-plateau-district-5/property/107938-Apartment-for-sale-in-Plateau District 5-with-21-bedrooms-in-South New Cairo-by-Marakez,Marakez,Marakez,,,Apartment for sale in Plateau District 5 with 2 bedrooms in South New Cairo by Marakez,A 2 bedroom Apartment in Plateau District 5 by Marakez. The Apartment size is 131 m2 with 3 bathrooms and a roof of 17 m2 . This property will be ready for delivery semi-finished by 2026-06-30.,"Plateau District 5, South New Cairo, Egypt",17310000,EGP,,2,3,,,,2025-11-28,Has roof,"Gallery,View on Map,Floor Plan,Master Plan",,5,,+201065888849,2025-11-28,,,Apartment,,,
94628,94628,https://www.nawy.com/compound/1622-mv-park-icity-new-cairo/property/94628-Apartment-for-sale-in-MV Park - ICity New Cairo-with-21-bedrooms-in-New Cairo-by-Mountain View,Mountain View,Mountain View,,,Garden Millennial for sale in MV Park - ICity New Cairo with 3 bedrooms in New Cairo by Mountain View,A 3 bedroom Apartment in MV Park - ICity New Cairo by Mountain View. The Apartment size is 150 m2 with 2 bathrooms with a garden of 103 m2 . This property will be ready for delivery not-finished by 2026-04-01.,"MV Park - ICity New Cairo, New Cairo, Egypt",18446285,EGP,,3,2,,,,2025-11-28,Garden,"Gallery,View on Map,Floor Plan,Master Plan",,5,,+201065888849,2025-11-28,,,Apartment,,,
104715,104715,https://www.nawy.com/compound/1550-district-2-ella-extension/property/104715-Townhouse-for-sale-in-District 2  - Ella Extension -with-7-bedrooms-in-October Gardens-by-Palm Hills Developments,Palm Hills Developments,Palm Hills Developments,,,Townhouse Middle for sale in District 2 - Ella Extension with 3 bedrooms in October Gardens by Palm Hills Developments,A 3 bedroom Townhouse in District 2  - Ella Extension  by Palm Hills Developments. The Townhouse size is 191 m2 with 3 bathrooms. This property will be ready for delivery not-finished by 2029-12-31.,"District 2  - Ella Extension , October Gardens, Egypt",17935000,EGP,,3,3,,,,2025-11-28,,"Gallery,View on Map,Floor Plan,Master Plan",,5,,+201065888849,2025-11-28,,,Townhouse,,,
104056,104056,https://www.nawy.com/compound/1551-jade-extension/property/104056-Townhouse-for-sale-in-Jade Extension-with-7-bedrooms-in-October Gardens-by-Palm Hills Developments,Palm Hills Developments,Palm Hills Developments,,,Townhouse Middle for sale in Jade Extension with 3 bedrooms in October Gardens by Palm Hills Developments,A 3 bedroom Townhouse in Jade Extension by Palm Hills Developments. The Townhouse size is 191 m2 with 3 bathrooms. This property will be ready for delivery not-finished by 2028-03-31.,"Jade Extension, October Gardens, Egypt",20024000,EGP,,3,3,,,,2025-11-28,,"Gallery,View on Map,Floor Plan,Master Plan",,5,,+201065888849,2025-11-28,,,Townhouse,,,
104709,104709,https://www.nawy.com/compound/1471-district-2-tali/property/104709-Townhouse-for-sale-in-District 2 - Tali-with-7-bedrooms-in-October Gardens-by-Palm Hills Developments,Palm Hills Developments,Palm Hills Developments,,,Townhouse Middle for sale in District 2 - Tali with 3 bedrooms in October Gardens by Palm Hills Developments,A 3 bedroom Townhouse in District 2 - Tali by Palm Hills Developments. The Townhouse size is 214 m2 with 4 bathrooms and a roof of 68 m2 . This property will be ready for delivery not-finished by 2030-06-30.,"District 2 - Tali, October Gardens, Egypt",19109000,EGP,,3,4,,,,2025-11-28,Has roof,"Gallery,View on Map,Floor Plan,Master Plan",,4,,+201065888849,2025-11-28,,,Townhouse,,,
106221,106221,https://www.nawy.com/compound/1552-district-2-ella/property/106221-Townhouse-for-sale-in-District 2 - Ella-with-7-bedrooms-in-October Gardens-by-Palm Hills Developments,Palm Hills Developments,Palm Hills Developments,,,Townhouse Middle for sale in District 2 - Ella with 3 bedrooms in October Gardens by Palm Hills Developments,A 3 bedroom Townhouse in District 2 - Ella by Palm Hills Developments. The Townhouse size is 214 m2 with 4 bathrooms and a roof of 68 m2 . This property will be ready for delivery not-finished by 2028-09-30.,"District 2 - Ella, October Gardens, Egypt",18557000,EGP,,3,4,,,,2025-11-28,Has roof,"Gallery,View on Map,Floor Plan,Master Plan",,3,,+201065888849,2025-11-28,,,Townhouse,,,
104034,104034,https://www.nawy.com/compound/1555-district-1-boulevard/property/104034-Apartment-for-sale-in-District 1 - Boulevard -with-21-bedrooms-in-October Gardens-by-Palm Hills Developments,Palm Hills Developments,Palm Hills Developments,,,Apartment for sale in District 1 - Boulevard with 4 bedrooms in October Gardens by Palm Hills Developments,A 4 bedroom Apartment in District 1 - Boulevard  by Palm Hills Developments. The Apartment size is 253 m2 with 4 bathrooms. This property will be ready for delivery finished by 2024-07-31.,"District 1 - Boulevard , October Gardens, Egypt",19005504,EGP,,4,4,,,,2025-11-28,,"Gallery,View on Map,Floor Plan,Master Plan",,4,,+201065888849,2025-11-28,,,Apartment,,,
87508,87508,https://www.nawy.com/compound/1519-campus-district-5/property/87508-Office-for-sale-in-Campus District 5-with-8-bedrooms-in-South New Cairo-by-Marakez,Marakez,Marakez,,,Office for sale in Campus District 5 in South New Cairo by Marakez,A Office in Campus District 5 by Marakez. The Office size is 67 m2. This property will be ready for delivery finished by 2027-12-30.,"Campus District 5, South New Cairo, Egypt",21325000,EGP,,0,0,,,,2025-11-28,,"Gallery,View on Map,Floor Plan,Master Plan",,5,,+201065888849,2025-11-28,,,Office,,,
107520,107520,https://www.nawy.com/compound/1679-aquamarine-june/property/107520-Apartment-for-sale-in-Aquamarine-June-with-21-bedrooms-in-Ras El Hekma-by-SODIC,SODIC,SODIC,,,Apartment for sale in Aquamarine-June with 2 bedrooms in Ras El Hekma by SODIC,A 2 bedroom Apartment in Aquamarine-June by SODIC. The Apartment size is 111 m2 with 2 bathrooms. This property will be ready for delivery finished by 2028-09-30.,"Aquamarine-June, Ras El Hekma, Egypt",23912000,EGP,,2,2,,,,2025-11-28,,"Gallery,View on Map,Floor Plan,Master Plan",,5,,+201065888849,2025-11-28,,,Apartment,,,
104060,104060,https://www.nawy.com/compound/1842-jade/property/104060-Townhouse-for-sale-in-Jade-with-7-bedrooms-in-October Gardens-by-Palm Hills Developments,Palm Hills Developments,Palm Hills Developments,,,Townhouse Corner for sale in Jade with 3 bedrooms in October Gardens by Palm Hills Developments,A 3 bedroom Townhouse in Jade by Palm Hills Developments. The Townhouse size is 218 m2 with 4 bathrooms and a roof of 69 m2 . This property will be ready for delivery not-finished by 2028-03-31.,"Jade, October Gardens, Egypt",20656000,EGP,,3,4,,,,2025-11-28,Has roof,"Gallery,View on Map,Floor Plan",,4,,+201065888849,2025-11-28,,,Townhouse,,,
91793,91793,https://www.nawy.com/compound/1695-olive-oasis-solare/property/91793-townhouse-for-sale-in-olive-oasis-solare-with-3-bedrooms-in-ras-el-hekma-by-misr-italia-properties,Misr Italia Properties,Misr Italia Properties,,,Townhouse Middle for sale in Olive Oasis - Solare with 3 bedrooms in Ras El Hekma by Misr Italia Properties,A 3 bedroom Townhouse in Olive Oasis - Solare by Misr Italia Properties. The Townhouse size is 174 m2 with 3 bathrooms and a terrace of 32 m2. This property will be ready for delivery finished by 2029-12-31.,"Olive Oasis - Solare, Ras El Hekma, Egypt",25500000,EGP,,3,3,,,,2025-11-28,Nanny Room,"Gallery,View on Map,Floor Plan,Master Plan",,4,,+201065888849,2025-11-28,,,Townhouse,,,
91335,91335,https://www.nawy.com/compound/717-silvertown-silversands/property/91335-Apartment-for-sale-in-Silvertown Silversands-with-21-bedrooms-in-Sidi Heneish-by-Ora Developers,Ora Developers,Ora Developers,,,Apartment for sale in Silvertown Silversands with 2 bedrooms in Sidi Heneish by Ora Developers,A 2 bedroom Apartment in Silvertown Silversands by Ora Developers. The Apartment size is 149 m2 with 2 bathrooms and a terrace of 36 m2. This property will be ready for delivery finished by 2029-12-31.,"Silvertown Silversands, Sidi Heneish, Egypt",23689000,EGP,,2,2,,,,2025-11-28,Terrace,"Gallery,View on Map,Floor Plan,Master Plan",,6,,+201065888849,2025-11-28,,,Apartment,,,
