make,model,year,VIN,price,mileage,transmission,engine,color,fuel_type,body_style,description,image_URLs,source_link
Alfa Romeo,Giulietta Spider,1958,149502860,19750,,,,Primer,,,"1958 Alfa Romeo Giulietta Spider, Introducing this 1958, Alfa Romeo, Giulietta Spider featured with matching numbers and now offered in a primer exterior with a chrome trim., Equipped with a manual transmission, 1.3-liter inline-four engine, Solex single carburetor, four-wheel drum brakes, two-spoke steering wheel, convertible soft top frame, 15-inch steel wheels, Metric tires, and dual-side rearview mirrors., As a project car, this Giulietta Spider requires attention and recommissioning to bring it back to its former glory. However, with its solid foundation and iconic design, this vehicle presents a unique opportunity for Alfa Romeo aficionados to own a piece of automotive history. Whether you are looking to restore it to its original splendor or personalize it to your own preferences, this Italian classic is waiting to be transformed. For $19, 750","https://www.beverlyhillscarclub.com/galleria_images/17201/17201_main_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/17201/17201_p2_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/17201/17201_p3_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/17201/17201_p4_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/17201/17201_p5_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/17201/17201_p6_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/17201/17201_p7_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/17201/17201_p8_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/17201/17201_p9_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/17201/17201_p10_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/17201/17201_p11_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/17201/17201_p12_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/17201/17201_p13_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/17201/17201_p14_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/17201/17201_p15_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/17201/17201_p16_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/17201/17201_p17_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/17201/17201_p18_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/17201/17201_p19_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/17201/17201_p20_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/17201/17201_p21_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/17201/17201_p22_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/17201/17201_p23_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/17201/17201_p24_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/17201/17201_p25_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/17201/17201_p26_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/17201/17201_p27_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/17201/17201_p28_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/17201/17201_p29_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/17201/17201_p30_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/17201/17201_p31_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/17201/17201_p32_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/17201/17201_p33_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/17201/17201_p34_l.jpg",https://www.beverlyhillscarclub.com/1958-alfa-romeo-giulietta-spider-c-17201.htm
Alfa Romeo,2000 Spider,1962,AR1020402435,36500,,,,Bare Metal,,,"1962 Alfa Romeo 2000 Spider, Introducing this 1962 Alfa Romeo 2000 Spider that is fresh out of the dry state of Nevada and is currently sitting in bare metal combined with a red interior., Equipped with a twin-cam inline-four engine, Weber dual carburetors, and a manual transmission. Additional equipment includes four-wheel drum brakes, three-spoke steering wheel, Veglia instrumentation, Carello taillights, Lucas Headlights, convertible -soft-top, chrome trim, slated grill, steel wheels with Alfa Romeo hubcaps, and Michelin tires. Featured amenities include bucket seating, driver-side rearview mirror, and a boot cover., While this classic Alfa Romeo is currently a project car, it would make an excellent restoration opportunity. Contact us today to learn more about this offering and start your experience towards owning a piece of Italian motoring history. For $36, 500","https://www.beverlyhillscarclub.com/galleria_images/17480/17480_main_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/17480/17480_p2_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/17480/17480_p3_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/17480/17480_p4_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/17480/17480_p5_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/17480/17480_p6_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/17480/17480_p7_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/17480/17480_p8_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/17480/17480_p9_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/17480/17480_p10_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/17480/17480_p11_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/17480/17480_p12_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/17480/17480_p13_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/17480/17480_p14_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/17480/17480_p15_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/17480/17480_p16_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/17480/17480_p17_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/17480/17480_p18_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/17480/17480_p19_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/17480/17480_p20_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/17480/17480_p21_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/17480/17480_p22_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/17480/17480_p23_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/17480/17480_p24_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/17480/17480_p25_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/17480/17480_p26_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/17480/17480_p27_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/17480/17480_p28_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/17480/17480_p29_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/17480/17480_p30_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/17480/17480_p31_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/17480/17480_p32_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/17480/17480_p33_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/17480/17480_p34_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/17480/17480_p35_l.jpg",https://www.beverlyhillscarclub.com/1962-alfa-romeo-2000-spider-c-17480.htm
Alfa Romeo,Giulia,1963,AR375329,9750,,,,Rosso,,,"1963 Alfa Romeo Giulia 1600 Spider, Introducing this 1963 Alfa Romeo Giulia 1600 Spider that has just emerged from storage and is offered in a rosso exterior color. Equipped with an inline-four engine, Solex 2-barrel carburetor, four-wheel drum brakes, three-spoke steering wheel, chrome trim/bumpers, 15-inch wheels, and buckets seats. As a project car, this Giulietta Spider requires attention and recommissioning to bring it back to its former glory. However, with its solid foundation and iconic design, this vehicle presents a unique opportunity for Alfa Romeo aficionados to own a piece of automotive history. Whether you are looking to restore it to its original splendor or customize it to your own preferences, this Italian classic is a blank canvas waiting to be transformed. For $9, 750","https://www.beverlyhillscarclub.com/galleria_images/16698/16698_main_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/16698/16698_p2_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/16698/16698_p3_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/16698/16698_p4_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/16698/16698_p5_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/16698/16698_p6_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/16698/16698_p7_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/16698/16698_p8_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/16698/16698_p9_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/16698/16698_p10_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/16698/16698_p11_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/16698/16698_p12_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/16698/16698_p13_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/16698/16698_p14_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/16698/16698_p15_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/16698/16698_p16_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/16698/16698_p17_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/16698/16698_p18_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/16698/16698_p19_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/16698/16698_p20_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/16698/16698_p21_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/16698/16698_p22_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/16698/16698_p23_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/16698/16698_p24_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/16698/16698_p25_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/16698/16698_p26_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/16698/16698_p27_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/16698/16698_p28_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/16698/16698_p29_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/16698/16698_p30_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/16698/16698_p31_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/16698/16698_p32_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/16698/16698_p33_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/16698/16698_p34_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/16698/16698_p35_l.jpg",https://www.beverlyhillscarclub.com/1963-alfa-romeo-giulia-1600-spider-c-16698.htm
Alfa Romeo,Giulietta,1963,AR171740,24750,,,,Silver,,,"1963 Alfa Romeo Giulietta Spider, This Pininfarina-bodied 1963 Alfa Romeo Giulietta Spider is finished in Silver combined with a Red interior., Equipped with a 5-speed manual transmission, inline-four engine, Solex single carburetor, Veglia instruments, four-wheel drum brakes, single exhaust outlet, black convertible soft-top, ""Pininfarina"" badges, toggle switches, two-spoke steering wheel with a horn ring, chrome trim, chrome bumpers, driver-side rearview mirror, Solid State radio, a fender-mounted antenna, and Vredestein Sprint Classic tires., A well-priced and desirable Italian classic that is currently not running, however, is a fantastic opportunity to restore this exciting project. For $24, 750","https://www.beverlyhillscarclub.com/galleria_images/15710/15710_main_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/15710/15710_p2_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/15710/15710_p3_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/15710/15710_p4_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/15710/15710_p5_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/15710/15710_p6_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/15710/15710_p7_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/15710/15710_p8_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/15710/15710_p9_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/15710/15710_p10_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/15710/15710_p11_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/15710/15710_p12_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/15710/15710_p13_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/15710/15710_p14_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/15710/15710_p15_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/15710/15710_p16_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/15710/15710_p17_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/15710/15710_p18_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/15710/15710_p19_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/15710/15710_p20_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/15710/15710_p21_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/15710/15710_p22_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/15710/15710_p23_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/15710/15710_p24_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/15710/15710_p25_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/15710/15710_p26_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/15710/15710_p27_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/15710/15710_p28_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/15710/15710_p29_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/15710/15710_p30_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/15710/15710_p31_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/15710/15710_p32_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/15710/15710_p33_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/15710/15710_p34_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/15710/15710_p35_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/15710/15710_p36_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/15710/15710_p37_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/15710/15710_p38_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/15710/15710_p39_l.jpg",https://www.beverlyhillscarclub.com/1963-alfa-romeo-giulietta-spider-c-15710.htm
Alfa Romeo,Giulia,1963,AR375322,19750,,,,Red,,,"1963 Alfa Romeo Giulia 1600 Spider, Introducing this 1963 Alfa Romeo Giulia 1600 Spider featured with matching numbers engine. Finished in red combined with a black interior., Equipped with an inline-four engine, Solex two-barrel carburetor, Veglia instrumentation, drum brakes, three-spoke steering wheel, chrome trim, body-color dash, convertible soft-top frame, buckets seats, and a spare tire., As a project car, this Giulia Spider requires attention and recommissioning to bring it back to its former glory. However, with its solid foundation and iconic design, this vehicle presents a unique opportunity for Alfa Romeo aficionados to own a piece of automotive history. Whether you are looking to restore it to its original splendor or customize it to your own preferences, this Italian classic is a blank canvas waiting to be transformed. For $19, 750","https://www.beverlyhillscarclub.com/galleria_images/16776/16776_main_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/16776/16776_p2_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/16776/16776_p3_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/16776/16776_p4_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/16776/16776_p5_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/16776/16776_p6_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/16776/16776_p7_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/16776/16776_p8_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/16776/16776_p9_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/16776/16776_p10_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/16776/16776_p11_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/16776/16776_p12_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/16776/16776_p13_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/16776/16776_p14_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/16776/16776_p15_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/16776/16776_p16_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/16776/16776_p17_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/16776/16776_p18_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/16776/16776_p19_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/16776/16776_p20_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/16776/16776_p21_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/16776/16776_p22_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/16776/16776_p23_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/16776/16776_p24_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/16776/16776_p25_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/16776/16776_p26_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/16776/16776_p27_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/16776/16776_p28_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/16776/16776_p29_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/16776/16776_p30_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/16776/16776_p31_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/16776/16776_p32_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/16776/16776_p33_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/16776/16776_p34_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/16776/16776_p35_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/16776/16776_p36_l.jpg",https://www.beverlyhillscarclub.com/1963-alfa-romeo-giulia-1600-spider-c-16776.htm
Alfa Romeo,2600 Spider,1964,AR192750,14750,,,,Red,,,"1964 Alfa Romeo 2600 Spider, Introducing this 1964 Alfa Romeo 2600 Spider that is finished in red combined with a black interior., Equipped with an inline-six engine, triple Solex carburetors, Veglia instrumentation, disc brakes, three-spoke steering wheel, driver side rearview mirror, 16-inch steel wheels with Alfa Romeo hubcaps, convertible soft top frame, and buckets seats. As a project car, this 2600 Spider requires attention and recommissioning to bring it back to its former glory., However, with its solid foundation and iconic design, this vehicle presents a unique opportunity for Alfa Romeo aficionados to own a piece of automotive history. Whether you are looking to restore it to its original splendor or customize it to your own preferences, this Italian classic is a blank canvas waiting to be transformed. For $14, 750","https://www.beverlyhillscarclub.com/galleria_images/16553/16553_main_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/16553/16553_p2_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/16553/16553_p3_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/16553/16553_p4_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/16553/16553_p5_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/16553/16553_p6_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/16553/16553_p7_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/16553/16553_p8_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/16553/16553_p9_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/16553/16553_p10_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/16553/16553_p11_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/16553/16553_p12_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/16553/16553_p13_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/16553/16553_p14_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/16553/16553_p15_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/16553/16553_p16_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/16553/16553_p17_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/16553/16553_p18_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/16553/16553_p19_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/16553/16553_p20_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/16553/16553_p21_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/16553/16553_p22_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/16553/16553_p23_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/16553/16553_p24_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/16553/16553_p25_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/16553/16553_p26_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/16553/16553_p27_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/16553/16553_p28_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/16553/16553_p29_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/16553/16553_p30_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/16553/16553_p31_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/16553/16553_p32_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/16553/16553_p33_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/16553/16553_p34_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/16553/16553_p35_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/16553/16553_p36_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/16553/16553_p37_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/16553/16553_p38_l.jpg",https://www.beverlyhillscarclub.com/1964-alfa-romeo-2600-spider-c-16553.htm
Alfa Romeo,Giulia Spider Duetto,1967,AR665778,11750,,,,White,,,"1967 Alfa Romeo Giulia Spider Duetto, Introducing this 1967 Alfa Romeo Giulia Spider Duetto that is featured with matching numbers. This particular Spider Duetto is a project car, offering an opportunity for restoration aficionados to bring this classic beauty back to its former glory., Highlights:, - Matching Numbers, - 1600 Engine, - 4-Speed Manual Transmission, - Weber Dual Carburetors, - Four-Wheel Disc Brakes, - Jaeger Instrumentation, - Chrome Bumpers, Equipped with a 4-speed manual transmission, 1600 engine, single exhaust outlet, Weber dual carburetors, four-wheel disc brakes, Jaeger instrumentation, chrome bumpers, steel wheels, and Alfa-Romeo branded hub caps. Convenience features include bucket seating, fender-mounted rearview mirrors, a toggle switch, and a glove box., While this classic Giulia Spider Duetto is currently a project car, it would make an excellent restoration opportunity. Contact us today to learn more about this offering and start your experience towards owning a piece of Italian motoring history. For $11, 750","https://www.beverlyhillscarclub.com/galleria_images/17942/17942_main_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/17942/17942_p2_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/17942/17942_p3_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/17942/17942_p4_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/17942/17942_p5_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/17942/17942_p6_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/17942/17942_p7_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/17942/17942_p8_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/17942/17942_p9_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/17942/17942_p10_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/17942/17942_p11_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/17942/17942_p12_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/17942/17942_p13_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/17942/17942_p14_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/17942/17942_p15_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/17942/17942_p16_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/17942/17942_p17_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/17942/17942_p18_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/17942/17942_p19_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/17942/17942_p20_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/17942/17942_p21_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/17942/17942_p22_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/17942/17942_p23_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/17942/17942_p24_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/17942/17942_p25_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/17942/17942_p26_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/17942/17942_p27_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/17942/17942_p28_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/17942/17942_p29_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/17942/17942_p30_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/17942/17942_p31_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/17942/17942_p32_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/17942/17942_p33_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/17942/17942_p34_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/17942/17942_p35_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/17942/17942_p36_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/17942/17942_p37_l.jpg, https://www.beverlyhillscarclub.com/galleria_images/17942/17942_p38_l.jpg",https://www.beverlyhillscarclub.com/1967-alfa-romeo-giulia-spider-duetto-c-17942.htm
