URL,Product Name,Price,currency,OEM Part For,Part Number,Availability,Breadcrumbs,Description,Additional Description
https://www.ereplacementparts.com/grinding-wheel-412-diameter-thick-arbor-p-147504.html,Grinding Wheel - 4-1/​2-inch Di 48-80-8100,11.26,USD,Milwaukee,48-80-8100,,Repair Parts Home > Power Tool Parts > Accessories > 48-80-8100 Grinding Wheel - 4-1/2-inch Di,"Versatile - grinds and finishes High performance Zirconia grain for longer life than standard Zirconia or Aluminum Oxide Flat (Type 27) and Conical (Type 29) design configurations Lasts up to 15% longer than Fiber Discs Milwaukee Flap Discs grind and finish in one operation. They are manufactured using a high performance Zirconia grain that outlasts standard Zirconia and Aluminum Oxide grains by up to 30%. Milwaukee Flap Discs are available in 36, 60, and 80 grit and come in the following diameters/configurations: 4-1/2 in. (Type 27, Type 27 Extra-Thick and Type 29), 5 in. (Type 29) and 7 in. (Type 29). Diameter: 4-1/2"" Arbor: 7/8"" Application: Metal Grinding/Heavy Duty Stock Removal Max. RPM: 13, 300 RPM Grit: 36 QTY: 1",Classification: Accessory
https://www.ereplacementparts.com/grinding-wheel-412-diameter-thick-arbor-p-147509.html,Grinding Wheel - 4-1/​2-inch Di 48-80-8102,11.26,USD,Milwaukee,48-80-8102,,Repair Parts Home > Power Tool Parts > Accessories > 48-80-8102 Grinding Wheel - 4-1/2-inch Di,"Versatile - grinds and finishes High performance Zirconia grain for longer life than standard Zirconia or Aluminum Oxide Flat (Type 27) and Conical (Type 29) design configurations Lasts up to 15% longer than Fiber Discs Milwaukee Flap Discs grind and finish in one operation. They are manufactured using a high performance Zirconia grain that outlasts standard Zirconia and Aluminum Oxide grains by up to 30%. Milwaukee Flap Discs are available in 36, 60, and 80 grit and come in the following diameters/configurations: 4-1/2 in. (Type 27, Type 27 Extra-Thick and Type 29), 5 in. (Type 29) and 7 in. (Type 29). Diameter: 4-1/2"" Arbor: 7/8"" Application: Surface Preparation, Cleaning & Finishing Max. RPM: 13, 300 RPM Grit: 80 QTY: 1",Classification: Accessory
https://www.ereplacementparts.com/grinding-wheel-412-diameter-thick-5811-arbor-p-147517.html,Grinding Wheel - 4-1/​2-inch Di 48-80-8111,13.87,USD,Milwaukee,48-80-8111,,Repair Parts Home > Power Tool Parts > Accessories > 48-80-8111 Grinding Wheel - 4-1/2-inch Di,"Versatile - grinds and finishes High performance Zirconia grain for longer life than standard Zirconia or Aluminum Oxide Flat (Type 27) and Conical (Type 29) design configurations Lasts up to 15% longer than Fiber Discs Milwaukee Flap Discs grind and finish in one operation. They are manufactured using a high performance Zirconia grain that outlasts standard Zirconia and Aluminum Oxide grains by up to 30%. Milwaukee Flap Discs are available in 36, 60, and 80 grit and come in the following diameters/configurations: 4-1/2 in. (Type 27, Type 27 Extra-Thick and Type 29), 5 in. (Type 29) and 7 in. (Type 29). Diameter: 4-1/2"" Arbor: 5/8""-11 Application: Surface Preparation, Cleaning & Finishing Max. RPM: 13, 300 RPM Grit: 60 QTY: 1",Classification: Accessory
https://www.ereplacementparts.com/grinding-wheel-412-diameter-thick-5811-arbor-p-147518.html,Grinding Wheel - 4-1/​2-inch Di 48-80-8112,13.87,USD,Milwaukee,48-80-8112,,Repair Parts Home > Power Tool Parts > Accessories > 48-80-8112 Grinding Wheel - 4-1/2-inch Di,"Versatile - grinds and finishes High performance Zirconia grain for longer life than standard Zirconia or Aluminum Oxide Flat (Type 27) and Conical (Type 29) design configurations Lasts up to 15% longer than Fiber Discs Milwaukee Flap Discs grind and finish in one operation. They are manufactured using a high performance Zirconia grain that outlasts standard Zirconia and Aluminum Oxide grains by up to 30%. Milwaukee Flap Discs are available in 36, 60, and 80 grit and come in the following diameters/configurations: 4-1/2 in. (Type 27, Type 27 Extra-Thick and Type 29), 5 in. (Type 29) and 7 in. (Type 29). Diameter: 4-1/2"" Arbor: 5/8""-11 Application: Surface Preparation, Cleaning & Finishing Max. RPM: 13, 300 RPM Grit: 80 QTY: 1",Classification: Accessory
https://www.ereplacementparts.com/grinding-wheel-412-diameter-thick-arbor-p-147520.html,Grinding Wheel - 4-1/​2-inch Di 48-80-8201,15.97,USD,Milwaukee,48-80-8201,,Repair Parts Home > Power Tool Parts > Accessories > 48-80-8201 Grinding Wheel - 4-1/2-inch Di,"Versatile - grinds and finishes High performance Zirconia grain for longer life than standard Zirconia or Aluminum Oxide Flat (Type 27) and Conical (Type 29) design configurations Lasts up to 15% longer than Fiber Discs Milwaukee Flap Discs grind and finish in one operation. They are manufactured using a high performance Zirconia grain that outlasts standard Zirconia and Aluminum Oxide grains by up to 30%. Milwaukee Flap Discs are available in 36, 60, and 80 grit and come in the following diameters/configurations: 4-1/2 in. (Type 27, Type 27 Extra-Thick and Type 29), 5 in. (Type 29) and 7 in. (Type 29). Diameter: 4-1/2"" Arbor: 7/8"" Application: Surface Preparation, Cleaning & Finishing Max. RPM: 13, 000 Grit: 60 QTY: 1",Classification: Accessory
https://www.ereplacementparts.com/grinding-wheel-412-diameter-thick-arbor-p-147522.html,Grinding Wheel - 4-1/​2-inch Di 48-80-8202,15.97,USD,Milwaukee,48-80-8202,,Repair Parts Home > Power Tool Parts > Accessories > 48-80-8202 Grinding Wheel - 4-1/2-inch Di,"Versatile - grinds and finishes High performance Zirconia grain for longer life than standard Zirconia or Aluminum Oxide Flat (Type 27) and Conical (Type 29) design configurations Lasts up to 15% longer than Fiber Discs Milwaukee Flap Discs grind and finish in one operation. They are manufactured using a high performance Zirconia grain that outlasts standard Zirconia and Aluminum Oxide grains by up to 30%. Milwaukee Flap Discs are available in 36, 60, and 80 grit and come in the following diameters/configurations: 4-1/2 in. (Type 27, Type 27 Extra-Thick and Type 29), 5 in. (Type 29) and 7 in. (Type 29). Diameter: 4-1/2"" Arbor: 7/8"" Application: Surface Preparation, Cleaning & Finishing Max. RPM: 13, 000 Grit: 80 QTY: 1",Classification: Accessory
https://www.ereplacementparts.com/grinding-wheel-diameter-thick-5811-arbor-p-147484.html,Grinding Wheel - 5-inch Diamet 49-93-5220,37.89,USD,Milwaukee,49-93-5220,,Repair Parts Home > Power Tool Parts > Accessories > 49-93-5220 Grinding Wheel - 5-inch Diamet,"5 inch 16 Grit Aluminum Oxide 5/8-11 thread Type 11 Flared Cup Aluminum Oxide Flared Cup Shaped Grinding Wheels are for General Purpose metal grinding. The grit is resinoid bonded. Each Cup wheel is fitted with a 5/8-11 thread molded integrally inside the cup for ready mounting on your grinder. Requires special guard. Order 49-12-0072 Guard for use with a 5 inch Cup Wheel. One Cup Wheel per box. Diameter: 5"" Arbor: 5/8""-11 Application: METAL GRINDING CUP WHEELS TYPE 11 Max. RPM: 7, 200 Grit: 16 QTY: 1",Classification: Accessory
https://www.ereplacementparts.com/grinding-wheel-diameter-thick-5811-arbor-p-147485.html,Grinding Wheel - 5-inch Diamet 49-93-5270,62.91,USD,Milwaukee,49-93-5270,,Repair Parts Home > Power Tool Parts > Accessories > 49-93-5270 Grinding Wheel - 5-inch Diamet,"5 inch 16/24 Grit Aluminum Oxide Armor 5/8-11 thread Type 11 Flared Cup Aluminum Oxide Flared Armor Cup Shaped Grinding Wheels has dual grit- fine grit outer rim wears slowly and eliminates waste by maintaining a flat grinding surface while the coarser grit grinds the metal. The grit is resinoid bonded. Each Cup wheel is fitted with a 5/8-11 thread molded integrally inside the cup for ready mounting on your grinder. Requires special guard. Order 49-12-0072 Guard for use with a 5 inch Cup Wheel. One Cup Wheel per box. Diameter: 5"" Arbor: 5/8""-11 Application: METAL GRINDING CUP WHEELS TYPE 11 Max. RPM: 7, 200 Grit: 16/24 QTY: 1",Classification: Accessory
https://www.ereplacementparts.com/grinding-wheel-diameter-thick-arbor-p-147469.html,Grinding Wheel - 12-inch Diame 49-94-1270,10.65,USD,Milwaukee,49-94-1270,,Repair Parts Home > Power Tool Parts > Accessories > 49-94-1270 Grinding Wheel - 12-inch Diame,"12 inch x 1/8 inch x 20 mm A24R Type 1 Comprehensive offering for general purpose to specialized high performance applications Consistent performance from wheel to wheel through superior manufacturing processes Tested for balance, resulting in smooth, vibration free grinding and cutting Milwaukee's comprehensive offering of grinding and cutting wheels consists of 45 unique products ranging in diameters from 4-1/2 in. to 14 in., with arbor configurations of 7/8 in., 20mm, 1 in. and 5/8 in.-11. Milwaukee's abrasive offering is manufactured using three types of abrasive grains, Aluminum Oxide, Silicon Carbide, and Zirconia Alumina, providing products for general purpose to specialized high performance applications. Diameter: 12"" Thickness: 1/8"" Arbor: 20 mm Application: Metal Cutting Max. RPM: 4, 365 Grit: A24R QTY: 1",Classification: Accessory
https://www.ereplacementparts.com/grinding-wheel-diameter-thick-arbor-p-147470.html,Grinding Wheel - 12-inch Diame 49-94-1275,10.65,USD,Milwaukee,49-94-1275,,Repair Parts Home > Power Tool Parts > Accessories > 49-94-1275 Grinding Wheel - 12-inch Diame,"12 inch x 1/8 inch x 1 inch A24R Type 1 Comprehensive offering for general purpose to specialized high performance applications Consistent performance from wheel to wheel through superior manufacturing processes Tested for balance, resulting in smooth, vibration free grinding and cutting Milwaukee's comprehensive offering of grinding and cutting wheels consists of 45 unique products ranging in diameters from 4-1/2 in. to 14 in., with arbor configurations of 7/8 in., 20mm, 1 in. and 5/8 in.-11. Milwaukee's abrasive offering is manufactured using three types of abrasive grains, Aluminum Oxide, Silicon Carbide, and Zirconia Alumina, providing products for general purpose to specialized high performance applications. Diameter: 12"" Thickness: 1/8"" Arbor: 1"" Application: Metal Cutting Max. RPM: 4, 365 Grit: A24R QTY: 1",Classification: Accessory
https://www.ereplacementparts.com/grinding-wheel-diameter-thick-arbor-p-147461.html,Grinding Wheel - 12-inch Diame 49-94-1280,10.65,USD,Milwaukee,49-94-1280,,Repair Parts Home > Power Tool Parts > Accessories > 49-94-1280 Grinding Wheel - 12-inch Diame,"12 inch x 1/8 inch x 20 mm C24T Type 1 Comprehensive offering for general purpose to specialized high performance applications Consistent performance from wheel to wheel through superior manufacturing processes Tested for balance, resulting in smooth, vibration free grinding and cutting Milwaukee's comprehensive offering of grinding and cutting wheels consists of 45 unique products ranging in diameters from 4-1/2 in. to 14 in., with arbor configurations of 7/8 in., 20mm, 1 in. and 5/8 in.-11. Milwaukee's abrasive offering is manufactured using three types of abrasive grains, Aluminum Oxide, Silicon Carbide, and Zirconia Alumina, providing products for general purpose to specialized high performance applications. Diameter: 12"" Thickness: 1/8"" Arbor: 20 mm Application: Concrete / Masonry Cutting Max. RPM: 4, 365 Grit: C24T QTY: 1",Classification: Accessory
https://www.ereplacementparts.com/grinding-wheel-diameter-332-thick-arbor-p-147472.html,"Grinding Wheel - 14 Diameter,​ 49-94-1410",14.99,USD,Milwaukee,49-94-1410,,"Repair Parts Home > Power Tool Parts > Accessories > 49-94-1410 Grinding Wheel - 14 Diameter,","14 inch x 3/32 inch x 1 inch A36P Type 1 Comprehensive offering for general purpose to specialized high performance applications Consistent performance from wheel to wheel through superior manufacturing processes Tested for balance, resulting in smooth, vibration free grinding and cutting Milwaukee's comprehensive offering of grinding and cutting wheels consists of 45 unique products ranging in diameters from 4-1/2 in. to 14 in., with arbor configurations of 7/8 in., 20mm, 1 in. and 5/8 in.-11. Milwaukee's abrasive offering is manufactured using three types of abrasive grains, Aluminum Oxide, Silicon Carbide, and Zirconia Alumina, providing products for general purpose to specialized high performance applications. Diameter: 14"" Thickness: 3/32"" Arbor: 1"" Application: Metal Cutting Max. RPM: 4, 365 Grit: A36P QTY: 1",Classification: Accessory Weight: 1.47 lbs.
https://www.ereplacementparts.com/grinding-wheel-diameter-332-thick-arbor-p-147473.html,"Grinding Wheel - 14 Diameter,​ 49-94-1415",15.43,USD,Milwaukee,49-94-1415,,"Repair Parts Home > Power Tool Parts > Accessories > 49-94-1415 Grinding Wheel - 14 Diameter,","14 inch x 3/32 inch x 1 inch A36P Type 1 Comprehensive offering for general purpose to specialized high performance applications Consistent performance from wheel to wheel through superior manufacturing processes Tested for balance, resulting in smooth, vibration free grinding and cutting Milwaukee's comprehensive offering of grinding and cutting wheels consists of 45 unique products ranging in diameters from 4-1/2 in. to 14 in., with arbor configurations of 7/8 in., 20mm, 1 in. and 5/8 in.-11. Milwaukee's abrasive offering is manufactured using three types of abrasive grains, Aluminum Oxide, Silicon Carbide, and Zirconia Alumina, providing products for general purpose to specialized high performance applications. Diameter: 14"" Thickness: 3/32"" Arbor: 1"" Application: Metal Cutting Max. RPM: 4, 365 Grit: A36P QTY: 1",Classification: Part
https://www.ereplacementparts.com/grinding-wheel-diameter-thick-arbor-p-147474.html,Grinding Wheel - 14-inch Diame 49-94-1470,20.31,USD,Milwaukee,49-94-1470,,Repair Parts Home > Power Tool Parts > Accessories > 49-94-1470 Grinding Wheel - 14-inch Diame,"14 inch x 1/8 inch x 20 mm A24R Type 1 Comprehensive offering for general purpose to specialized high performance applications Consistent performance from wheel to wheel through superior manufacturing processes Tested for balance, resulting in smooth, vibration free grinding and cutting Milwaukee's comprehensive offering of grinding and cutting wheels consists of 45 unique products ranging in diameters from 4-1/2 in. to 14 in., with arbor configurations of 7/8 in., 20mm, 1 in. and 5/8 in.-11. Milwaukee's abrasive offering is manufactured using three types of abrasive grains, Aluminum Oxide, Silicon Carbide, and Zirconia Alumina, providing products for general purpose to specialized high performance applications. Diameter: 14"" Thickness: 1/8"" Arbor: 20 mm Application: Masonry/Metal Cutting Max. RPM: 4, 365 Grit: A24R QTY: 1",Classification: Accessory
https://www.ereplacementparts.com/cutoff-wheel-412-diameter-045-thick-arbor-p-147476.html,Cut-off Wheel - 4-1/​2 Diamete 49-94-4500,4.13,USD,Milwaukee,49-94-4500,,Repair Parts Home > Power Tool Parts > Accessories > 49-94-4500 Cut-off Wheel - 4-1/2 Diamete,"4-1/2 inch x .045 inch x 7/8 inchrn rn A60T Type 1rn rn Comprehensive offering for general purpose to specialized high performance applicationsrn rn Consistent performance from wheel to wheel through superior manufacturing processesrn rn Tested for balance, resulting in smooth, vibration free grinding and cutting rn rnMilwaukee's comprehensive offering of grinding and cutting wheels consists of 45 unique products ranging in diameters from 4-1/2 in. to 14 in., with arbor configurations of 7/8 in., 20mm, 1 in. and 5/8 in.-11. Milwaukee's abrasive offering is manufactured using three types of abrasive grains, Aluminum Oxide, Silicon Carbide, and Zirconia Alumina, providing products for general purpose to specialized high performance applications. Diameter: 4-1/2"" Thickness: .045"" Arbor: 7/8"" Application: Metal Cutting Max. RPM: 13, 580 Grit: A60T QTY: 1",Classification: Accessory Weight: 41.10 lbs.
https://www.ereplacementparts.com/cutoff-wheel-412-diameter-045-thick-arbor-p-147477.html,Cut-off Wheel - 4-1/​2 Diamete 49-94-4505,4.13,USD,Milwaukee,49-94-4505,,Repair Parts Home > Power Tool Parts > Accessories > 49-94-4505 Cut-off Wheel - 4-1/2 Diamete,"4-1/2 inch x .045 inch x 7/8 inchrn rn A60T Type 27rn rn Comprehensive offering for general purpose to specialized high performance applicationsrn rn Consistent performance from wheel to wheel through superior manufacturing processesrn rn Tested for balance, resulting in smooth, vibration free grinding and cutting rn rnMilwaukee's comprehensive offering of grinding and cutting wheels consists of 45 unique products ranging in diameters from 4-1/2 in. to 14 in., with arbor configurations of 7/8 in., 20mm, 1 in. and 5/8 in.-11. Milwaukee's abrasive offering is manufactured using three types of abrasive grains, Aluminum Oxide, Silicon Carbide, and Zirconia Alumina, providing products for general purpose to specialized high performance applications. Diameter: 4-1/2"" Thickness: .045"" Arbor: 7/8"" Application: ALUMINUM GRINDING WHEELS / TYPE 27 Max. RPM: 13, 580 Grit: A60T QTY: 1",Classification: Accessory Weight: 0.04 lbs.
https://www.ereplacementparts.com/grinding-wheel-412-diameter-thick-arbor-p-147416.html,Grinding Wheel - 4-1/​2-inch Di 49-94-4570,5.16,USD,Milwaukee,49-94-4570,,Repair Parts Home > Power Tool Parts > Accessories > 49-94-4570 Grinding Wheel - 4-1/2-inch Di,"4-1/2 inch x 1/4 inch x 7/8 inch C24T Type 27 Comprehensive offering for general purpose to specialized high performance applications Consistent performance from wheel to wheel through superior manufacturing processes Tested for balance, resulting in smooth, vibration free grinding and cutting Milwaukee's comprehensive offering of grinding and cutting wheels consists of 45 unique products ranging in diameters from 4-1/2 in. to 14 in., with arbor configurations of 7/8 in., 20mm, 1 in. and 5/8 in.-11. Milwaukee's abrasive offering is manufactured using three types of abrasive grains, Aluminum Oxide, Silicon Carbide, and Zirconia Alumina, providing products for general purpose to specialized high performance applications. Diameter: 4-1/2"" Thickness: 1/4"" Arbor: 7/8"" Application: Concrete/Masonry Grinding Max. RPM: 13, 580 Grit: C24T QTY: 1",Classification: Accessory
https://www.ereplacementparts.com/grinding-wheel-412-diameter-thick-arbor-p-147440.html,Grinding Wheel - 4-1/​2-inch Di 49-94-4580,9.91,USD,Milwaukee,49-94-4580,,Repair Parts Home > Power Tool Parts > Accessories > 49-94-4580 Grinding Wheel - 4-1/2-inch Di,"4-1/2 inch x 1/4 inch x 7/8 inch ZA24R Type 27 Comprehensive offering for general purpose to specialized high performance applications Consistent performance from wheel to wheel through superior manufacturing processes Tested for balance, resulting in smooth, vibration free grinding and cutting Milwaukee's comprehensive offering of grinding and cutting wheels consists of 45 unique products ranging in diameters from 4-1/2 in. to 14 in., with arbor configurations of 7/8 in., 20mm, 1 in. and 5/8 in.-11. Milwaukee's abrasive offering is manufactured using three types of abrasive grains, Aluminum Oxide, Silicon Carbide, and Zirconia Alumina, providing products for general purpose to specialized high performance applications. Diameter: 4-1/2"" Thickness: 1/4"" Arbor: 7/8"" Application: METAL GRINDING / GENERAL PURPOSE Max. RPM: 13, 580 Grit: ZA24R QTY: 1",Classification: Accessory
https://www.ereplacementparts.com/grinding-wheel-412-diameter-thick-5811-arbor-p-147441.html,Grinding Wheel - 4-1/​2 Diamet 49-94-4585,12.63,USD,Milwaukee,49-94-4585,,Repair Parts Home > Power Tool Parts > Accessories > 49-94-4585 Grinding Wheel - 4-1/2 Diamet,"4-1/2 inch x 1/4 inch x 5/8-11 inch ZA24R Type 27 Comprehensive offering for general purpose to specialized high performance applications Consistent performance from wheel to wheel through superior manufacturing processes Tested for balance, resulting in smooth, vibration free grinding and cutting Milwaukee's comprehensive offering of grinding and cutting wheels consists of 45 unique products ranging in diameters from 4-1/2 in. to 14 in., with arbor configurations of 7/8 in., 20mm, 1 in. and 5/8 in.-11. Milwaukee's abrasive offering is manufactured using three types of abrasive grains, Aluminum Oxide, Silicon Carbide, and Zirconia Alumina, providing products for general purpose to specialized high performance applications. Diameter: 4-1/2"" Thickness: 1/4"" Arbor: 5/8""-11 Application: METAL GRINDING / GENERAL PURPOSE Max. RPM: 13, 580 Grit: ZA24R QTY: 1",Classification: Accessory
https://www.ereplacementparts.com/grinding-wheel-diameter-332-thick-arbor-p-147482.html,Grinding Wheel - 7-inch Diamet 49-94-7050,5.16,USD,Milwaukee,49-94-7050,,Repair Parts Home > Power Tool Parts > Accessories > 49-94-7050 Grinding Wheel - 7-inch Diamet,"Milwaukee's comprehensive offering of grinding and cutting wheels consists of 45 unique products ranging in diameters from 4-1/2 in. to 14 in., with arbor configurations of 7/8 in., 20mm, 1 in. and 5/8 in.-11. Milwaukee's abrasive offering is manufactured using three types of abrasive grains, Aluminum Oxide, Silicon Carbide, and Zirconia Alumina, providing products for general purpose to specialized high performance applications. Diameter: 7"" Thickness: 3/32"" Arbor: 5/8"" Application: Masonry/Metal Cutting Max. RPM: 8, 730 Grit: A24R QTY: 1",Classification: Accessory
https://www.ereplacementparts.com/grinding-wheel-diameter-thick-arbor-p-147465.html,Grinding Wheel - 7-inch Diamet 49-94-7055,5.16,USD,Milwaukee,49-94-7055,,Repair Parts Home > Power Tool Parts > Accessories > 49-94-7055 Grinding Wheel - 7-inch Diamet,"7 inch x 1/8 inch x 5/8 inch C24T Type 1 Comprehensive offering for general purpose to specialized high performance applications Consistent performance from wheel to wheel through superior manufacturing processes Tested for balance, resulting in smooth, vibration free grinding and cutting Milwaukee's comprehensive offering of grinding and cutting wheels consists of 45 unique products ranging in diameters from 4-1/2 in. to 14 in., with arbor configurations of 7/8 in., 20mm, 1 in. and 5/8 in.-11. Milwaukee's abrasive offering is manufactured using three types of abrasive grains, Aluminum Oxide, Silicon Carbide, and Zirconia Alumina, providing products for general purpose to specialized high performance applications. Diameter: 7"" Thickness: 1/8"" Arbor: 5/8"" Application: Concrete / Masonry Cutting Max. RPM: 8, 730 Grit: C24T QTY: 1",Classification: Accessory
https://www.ereplacementparts.com/grinding-wheel-diameter-thick-arbor-p-193455.html,Grinding Wheel - 12-inch Diame 727665B10M,86.01,USD,Metabo HPT,727665B10M,,Repair Parts Home > Power Tool Parts > Accessories > 727665B10M Grinding Wheel - 12-inch Diame,"Hitachi Bonded Abrasives are made with a patented multi-layer contruction. Top layer of glass fiber protects the worker agains chipping off of abrasive grains. Fine grit layer on top helps to have a better connection with glass fiber reinforcement, increases safety, and acts like a backup for the coarse grit. Bottom layer of glass fiber is only half size while most competitors have full size. This allows better start up because the grains act right from the beginning and fiber glass does not grind. Course and fine grit combination allows to influence the surface finish on the work piece by altering the grinding angle or movement in direction to or away form the worker. Flat shape, Type 1 Diameter: 12"" Thickness: 1/8"" Arbor: 1"" Application: Steel/Inox Cutting QTY: 10",Classification: Accessory
https://www.ereplacementparts.com/grinding-wheel-diameter-thick-arbor-p-193418.html,Grinding Wheel - 7-inch Diamet 727733B10,172.09,USD,Metabo HPT,727733B10,,Repair Parts Home > Power Tool Parts > Accessories > 727733B10 Grinding Wheel - 7-inch Diamet,"Hitachi Bonded Abrasives are made with a patented multi-layer contruction. Top layer of glass fiber protects the worker agains chipping off of abrasive grains. Fine grit layer on top helps to have a better connection with glass fiber reinforcement, increases safety, and acts like a backup for the coarse grit. Bottom layer of glass fiber is only half size while most competitors have full size. This allows better start up because the grains act right from the beginning and fiber glass does not grind. Course and fine grit combination allows to influence the surface finish on the work piece by altering the grinding angle or movement in direction to or away form the worker. Flap shape, Type 29; Flap Disc Diameter: 7"" Arbor: 7/8"" Application: Steel/Inox Grinding/Blending QTY: 10",Classification: Accessory
https://www.ereplacementparts.com/grinding-wheel-diameter-thick-5811-arbor-p-146336.html,Grinding Wheel - 9-inch Diamet 741415-B,9.23,USD,Makita,741415-B,,Repair Parts Home > Power Tool Parts > Accessories > 741415-B Grinding Wheel - 9-inch Diamet,"9"" Hubbed Grinding Wheel Diameter: 9"" Thickness: 1/4"" Arbor: 5/8""-11 Application: Metal Polishing/General Flat Grinding Max. RPM: 6, 600 RPM Grit: 24 QTY: 1",Classification: Accessory
https://www.ereplacementparts.com/washer-type-p-1762684.html,Find,,USD,,,,,,
https://www.ereplacementparts.com/grinding-wheel-412-diameter-332-thick-arbor-p-146748.html,Grinding Wheel - 4-1/​2 Diamet CG27M450,4.13,USD,Bosch,CG27M450,,Repair Parts Home > Power Tool Parts > Accessories > CG27M450 Grinding Wheel - 4-1/2 Diamet,"Type 27A Bosch premium grade abrasives are constructed of high quality abrasive grains, bonding coats and backings for metal, concrete, masonry, pipeline and stainless steel cutting. Easy-to-read labels are incorporated into the manufacturing process and therefore remain intact throughout the life of the wheel. Diameter: 4-1/2"" Thickness: 3/32"" Arbor: 7/8"" Application: METAL CUTTING / LIGHT GRINDING Max. RPM: 13, 280 Grit: A24R-BF QTY: 1",Classification: Accessory
https://www.ereplacementparts.com/grinding-wheel-diameter-thick-5811-arbor-p-146724.html,"Grinding Wheel - 7 Diameter,​ CG27M701",7.04,USD,Bosch,CG27M701,,"Repair Parts Home > Power Tool Parts > Accessories > CG27M701 Grinding Wheel - 7 Diameter,","Type 27A Bosch premium grade abrasives are constructed of high quality abrasive grains, bonding coats and backings for metal, concrete, masonry, pipeline and stainless steel cutting. Easy-to-read labels are incorporated into the manufacturing process and therefore remain intact throughout the life of the wheel. Diameter: 7"" Thickness: 1/8"" Arbor: 5/8""-11 Application: METAL CUTTING / LIGHT GRINDING Max. RPM: 8, 600 Grit: A24R-BF QTY: 1",Classification: Accessory
https://www.ereplacementparts.com/grinding-wheel-diameter-532-thick-for-stihl-arbo-p-146898.html,"Grinding Wheel - 14 Diameter,​ CWPS1C1420",11.92,USD,Bosch,CWPS1C1420,,"Repair Parts Home > Power Tool Parts > Accessories > CWPS1C1420 Grinding Wheel - 14 Diameter,","Portable / High Speed Wheels Diameter: 14"" Thickness: 5/32"" Arbor: 20 mm for Stihl Application: Concrete / Masonry Cutting Max. RPM: 5, 500 Grit: C24R-BF QTY: 1",Classification: Part
https://www.ereplacementparts.com/grinding-wheel-diameter-532-thick-for-stihl-arbo-p-146885.html,"Grinding Wheel - 14 Diameter,​ CWPS1D1400",11.92,USD,Bosch,CWPS1D1400,,"Repair Parts Home > Power Tool Parts > Accessories > CWPS1D1400 Grinding Wheel - 14 Diameter,","Portable / High Speed Wheels Diameter: 14"" Thickness: 5/32"" Arbor: 20 mm for Stihl Application: Ductile Cutting Max. RPM: 5, 500 Grit: AC24R-BF QTY: 1",Classification: Part
https://www.ereplacementparts.com/grinding-wheel-diameter-532-thick-for-stihl-arbo-p-146886.html,"Grinding Wheel - 14 Diameter,​ CWPS1D1420",11.92,USD,Bosch,CWPS1D1420,,"Repair Parts Home > Power Tool Parts > Accessories > CWPS1D1420 Grinding Wheel - 14 Diameter,","Portable / High Speed Wheels Diameter: 14"" Thickness: 5/32"" Arbor: 20 mm for Stihl Application: Ductile Cutting Max. RPM: 5, 500 Grit: AC24R-BF QTY: 1",Classification: Part
https://www.ereplacementparts.com/grinding-wheel-diameter-532-thick-for-stihl-arbo-p-146892.html,"Grinding Wheel - 12 Diameter,​ CWPS1M1220",7.76,USD,Bosch,CWPS1M1220,,"Repair Parts Home > Power Tool Parts > Accessories > CWPS1M1220 Grinding Wheel - 12 Diameter,","Portable / High Speed Wheels Diameter: 12"" Thickness: 5/32"" Arbor: 20 mm for Stihl Application: Metal Cutting Max. RPM: 6, 400 Grit: A24R-BF QTY: 1",Classification: Part
https://www.ereplacementparts.com/grinding-wheel-diameter-532-thick-arbor-p-146889.html,"Grinding Wheel - 12 Diameter,​ CWPS1M1400",15.59,USD,Bosch,CWPS1M1400,,"Repair Parts Home > Power Tool Parts > Accessories > CWPS1M1400 Grinding Wheel - 12 Diameter,","Portable / High Speed Wheels Diameter: 12"" Thickness: 5/32"" Arbor: 1"" Application: Metal Cutting Max. RPM: 5, 500 Grit: AC24R-BF QTY: 1",Classification: Accessory
https://www.ereplacementparts.com/grinding-wheel-diameter-532-thick-for-stihl-arbo-p-146890.html,"Grinding Wheel - 12 Diameter,​ CWPS1M1420",15.59,USD,Bosch,CWPS1M1420,,"Repair Parts Home > Power Tool Parts > Accessories > CWPS1M1420 Grinding Wheel - 12 Diameter,","Portable / High Speed Wheels Diameter: 12"" Thickness: 5/32"" Arbor: 20 mm for Stihl Application: Metal Cutting Max. RPM: 5, 500 Grit: A24R-BF QTY: 1",Classification: Accessory
https://www.ereplacementparts.com/grinding-wheel-diameter-thick-arbor-p-114913.html,Grinding Wheel - 4-inch Diamet DW4428,4.13,USD,DeWALT,DW4428,,Repair Parts Home > Power Tool Parts > Accessories > DW4428 Grinding Wheel - 4-inch Diamet,"Diameter: 4"" Thickness: 1/8"" Arbor: 5/8"" Application: TYPE 27 CONCRETE CUTTING Max. RPM: 15, 200 RPM QTY: 1 Grit: C24R",Classification: Accessory Weight: 0.13 lbs.
https://www.ereplacementparts.com/grinding-wheel-diameter-thick-5811-arbor-p-114865.html,Grinding Wheel - 5-inch Diamet DW4544,8.30,USD,DeWALT,DW4544,,Repair Parts Home > Power Tool Parts > Accessories > DW4544 Grinding Wheel - 5-inch Diamet,"Diameter: 5"" Thickness: 1/4"" Arbor: 5/8""-11 Application: FAST METAL GRINDING / GENERAL PURPOSE Max. RPM: 12, 200 RPM QTY: 1 Grit: A24N",Classification: Accessory
